match_id,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type
11974053,70826,Qualifiers,qualifiers,,Davis Cup,davis-cup,6909,,,False,False,False,False,0,2
11974066,70826,Qualifiers,qualifiers,,Davis Cup,davis-cup,6909,,,False,False,False,False,0,2
11998445,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998446,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998447,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998448,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998449,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998450,126168,"Montpellier, France",montpellier-france,,ATP,atp,2160,Hardcourt indoor,250,False,False,False,False,0,2
11998451,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998456,126168,"Montpellier, France",montpellier-france,,ATP,atp,2160,Hardcourt indoor,250,False,False,False,False,0,2
11998459,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
11998666,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998667,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998670,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998671,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998672,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998674,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998675,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998676,126174,"Burnie 1, Australia",burnie-1-australia,,Challenger,challenger,125,Hardcourt outdoor,,False,False,False,False,0,2
11998772,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,162,Hardcourt indoor,,False,False,False,False,0,2
11998774,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,163,Hardcourt indoor,,False,False,False,False,0,2
11998780,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,163,Hardcourt indoor,,False,False,False,False,0,2
11998782,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,163,Hardcourt indoor,,False,False,False,False,0,2
11998783,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,162,Hardcourt indoor,,False,False,False,False,0,2
11998784,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,162,Hardcourt indoor,,False,False,False,False,0,2
11998785,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,163,Hardcourt indoor,,False,False,False,False,0,2
11998786,126179,"Cleveland, USA",cleveland-usa,,Challenger,challenger,163,Hardcourt indoor,,False,False,False,False,0,2
11999004,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999005,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999007,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999009,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999010,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999011,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999012,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999013,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999014,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
11999209,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999210,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999211,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999212,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999213,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999215,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999219,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
11999220,126196,"Piracicaba, Brazil",piracicaba-brazil,,Challenger,challenger,93,Red clay,,False,False,False,False,0,2
12001976,78622,World Group I Playoffs,world-group-i-playoffs,,Davis Cup,davis-cup,6910,,,False,False,False,False,0,1
12002040,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,699,Hardcourt outdoor,250,False,False,False,False,0,2
12002041,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002042,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002043,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002044,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002048,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002049,126218,"Linz, Austria",linz-austria,,WTA,wta,924,Hardcourt indoor,500,False,False,False,False,0,2
12002050,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002051,126218,"Linz, Austria",linz-austria,,WTA,wta,924,Hardcourt indoor,500,False,False,False,False,0,2
12002052,126218,"Linz, Austria",linz-austria,,WTA,wta,925,Hardcourt indoor,500,False,False,False,False,0,2
12002053,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002055,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002057,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002058,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002060,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002064,126217,"Hua Hin, Thailand",hua-hin-thailand,,WTA,wta,700,Hardcourt outdoor,250,False,False,False,False,0,2
12002065,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002068,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12002078,78622,World Group I Playoffs,world-group-i-playoffs,,Davis Cup,davis-cup,6909,,,False,False,False,False,0,1
12002109,78622,World Group I Playoffs,world-group-i-playoffs,,Davis Cup,davis-cup,6909,,,False,False,False,False,0,1
12002112,78622,World Group I Playoffs,world-group-i-playoffs,,Davis Cup,davis-cup,6910,,,False,False,False,False,0,1
12010829,126168,"Montpellier, France",montpellier-france,,ATP,atp,2155,Hardcourt indoor,250,False,False,False,False,0,2
12010830,126168,"Montpellier, France",montpellier-france,,ATP,atp,2154,Hardcourt indoor,250,False,False,False,False,0,2
12011297,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
12011301,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
12011306,126192,"Koblenz, Germany",koblenz-germany,,Challenger,challenger,155,Hardcourt indoor,,False,False,False,False,0,2
12014547,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12016976,126218,"Linz, Austria",linz-austria,,WTA,wta,926,Hardcourt indoor,500,False,False,False,False,0,2
12017442,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12017453,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12017455,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12017458,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12017459,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12017462,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12017463,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12017464,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12017465,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,21,Hardcourt indoor,,False,False,False,False,0,2
12017468,126314,"Antalya, Singles Main, W-ITF-TUR-04A",antalya-singles-main-w-itf-tur-04a,,ITF Women,itf-women,34,Red clay,,False,False,False,False,0,2
12017473,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12017477,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,21,Hardcourt indoor,,False,False,False,False,0,2
12017480,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12017483,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12017488,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12017495,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12017501,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12017504,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017505,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017506,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12017510,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017511,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017513,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017514,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12017517,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017520,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017522,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017523,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017526,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017528,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12017533,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12017539,126324,"Monastir, Singles Main, M-ITF-TUN-06A",monastir-singles-main-m-itf-tun-06a,,ITF Men,itf-men,19,Hardcourt outdoor,,False,False,False,False,0,2
12017648,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12017656,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12018083,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12018812,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12018833,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12018836,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12018842,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12018844,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12018847,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12018849,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12018857,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12018899,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12018932,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018933,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018934,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018937,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018939,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018941,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018944,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12018945,126375,"Sharm ElSheikh, Singles Main, W-ITF-EGY-01A",sharm-elsheikh-singles-main-w-itf-egy-01a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12019043,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12019094,126324,"Monastir, Singles Main, M-ITF-TUN-06A",monastir-singles-main-m-itf-tun-06a,,ITF Men,itf-men,19,Hardcourt outdoor,,False,False,False,False,0,2
12019105,126309,"Hammamet, Singles Main, M-ITF-TUN-05A",hammamet-singles-main-m-itf-tun-05a,,ITF Men,itf-men,17,Red clay,,False,False,False,False,0,2
12019106,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12019658,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12019672,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12019673,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12019677,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12019755,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12019899,126331,"Porto, Singles Main, W-ITF-POR-02A",porto-singles-main-w-itf-por-02a,,ITF Women,itf-women,22,Hardcourt indoor,,False,False,False,False,0,2
12019944,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12019945,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12019949,126328,"Andrezieux-Boutheon, Singles Main, W-ITF-FRA-05A",andrezieux-boutheon-singles-main-w-itf-fra-05a,,ITF Women,itf-women,25,Hardcourt indoor,,False,False,False,False,0,2
12019979,126329,"Veigy-Foncenex, Singles Main, M-ITF-FRA-03A",veigy-foncenex-singles-main-m-itf-fra-03a,,ITF Men,itf-men,19,Carpet indoor,,False,False,False,False,0,2
12020048,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020068,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020069,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020070,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020071,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020072,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020073,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020074,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020075,126334,"Rome, Singles Main, W-ITF-USA-05A",rome-singles-main-w-itf-usa-05a,,ITF Women,itf-women,16,Hardcourt indoor,,False,False,False,False,0,2
12020509,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020510,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020513,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020532,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020544,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020555,126285,"Burnie, Singles Main, W-ITF-AUS-01A",burnie-singles-main-w-itf-aus-01a,,ITF Women,itf-women,24,Hardcourt outdoor,,False,False,False,False,0,2
12020624,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12020718,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12021294,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12021309,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12021318,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12021328,126314,"Antalya, Singles Main, W-ITF-TUR-04A",antalya-singles-main-w-itf-tur-04a,,ITF Women,itf-women,34,Red clay,,False,False,False,False,0,2
12021399,126314,"Antalya, Singles Main, W-ITF-TUR-04A",antalya-singles-main-w-itf-tur-04a,,ITF Women,itf-women,33,Red clay,,False,False,False,False,0,2
12021419,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12021434,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12021435,126293,"Indore, Singles Main, W-ITF-IND-03A",indore-singles-main-w-itf-ind-03a,,ITF Women,itf-women,33,Hardcourt outdoor,,False,False,False,False,0,2
12021442,126309,"Hammamet, Singles Main, M-ITF-TUN-05A",hammamet-singles-main-m-itf-tun-05a,,ITF Men,itf-men,17,Red clay,,False,False,False,False,0,2
12021451,126309,"Hammamet, Singles Main, M-ITF-TUN-05A",hammamet-singles-main-m-itf-tun-05a,,ITF Men,itf-men,17,Red clay,,False,False,False,False,0,2
12021493,126324,"Monastir, Singles Main, M-ITF-TUN-06A",monastir-singles-main-m-itf-tun-06a,,ITF Men,itf-men,19,Hardcourt outdoor,,False,False,False,False,0,2
12021494,126314,"Antalya, Singles Main, W-ITF-TUR-04A",antalya-singles-main-w-itf-tur-04a,,ITF Women,itf-women,34,Red clay,,False,False,False,False,0,2
12021502,126309,"Hammamet, Singles Main, M-ITF-TUN-05A",hammamet-singles-main-m-itf-tun-05a,,ITF Men,itf-men,17,Red clay,,False,False,False,False,0,2
12021503,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12021508,126312,"Antalya, Singles Main, M-ITF-TUR-04A",antalya-singles-main-m-itf-tur-04a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12021512,294,Davis Cup Single Matches,davis-cup-single-matches,,Davis Cup,davis-cup,6909,,,False,False,False,False,19,
12021516,294,Davis Cup Single Matches,davis-cup-single-matches,,Davis Cup,davis-cup,6909,,,False,False,False,False,19,
12021518,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12021519,126337,"Sharm ElSheikh, Singles Main, M-ITF-EGY-01A",sharm-elsheikh-singles-main-m-itf-egy-01a,,ITF Men,itf-men,17,Hardcourt outdoor,,False,False,False,False,0,2
12021521,126321,"Monastir, Singles Main, W-ITF-TUN-05A",monastir-singles-main-w-itf-tun-05a,,ITF Women,itf-women,13,Hardcourt outdoor,,False,False,False,False,0,2
12021522,126309,"Hammamet, Singles Main, M-ITF-TUN-05A",hammamet-singles-main-m-itf-tun-05a,,ITF Men,itf-men,17,Red clay,,False,False,False,False,0,2
