match_id,home_vote,away_vote
12062142,3,7
12062145,3,1
12062143,4,0
12061956,3,0
12061963,1,6
12061967,2,3
12061965,1,3
12061966,3,4
12061960,1,5
12061954,1,4
12061962,0,2
12061959,9,1
12061957,7,2
12061955,4,0
12061961,3,2
12061964,25,6
12061968,1,11
12061958,13,3
12061953,5,14
12058870,7,1
12058880,4,3
12058856,5,7
12058881,1,4
12058860,6,4
12058871,1,1
12058866,3,1
12058874,4,3
12058864,0,2
12058855,2,4
12061810,4,6
12061819,3,3
12061811,1,2
12061816,0,3
12061808,7,2
12061821,1,10
12061807,4,1
12061818,5,2
12061809,4,3
12061820,8,0
12061822,5,4
12061817,1,2
12061814,1,2
12061812,6,7
12061813,7,5
12061815,6,1
12063669,25,17
12063666,28,19
12063663,27,14
12063672,26,16
12063662,58,14
12063661,31,10
12063671,21,12
12063660,29,6
12059124,9,61
12059132,4,27
12059131,15,35
12059130,5,28
12059128,10,38
12061452,68,22
12061462,58,27
12061474,16,73
12061472,57,40
12061477,58,24
12061460,32,23
12061740,50,18
12061481,101,35
12061030,17,34
12061022,27,46
12061015,34,16
12061017,12,55
12061019,93,16
12061034,35,19
12061010,14,40
12061008,29,11
12061032,56,19
12061027,31,6
12061018,6,21
12061024,4,40
12061026,5,38
12061007,12,43
12061014,43,10
12061020,35,4
12063615,73,31
12063587,37,35
12063611,20,28
12061459,3,12
12061478,7,4
12061468,0,3
12061480,2,9
12061443,16,3
12061456,4,12
12061464,8,4
12061451,7,10
12061457,4,5
12061466,1,3
12061473,6,4
12061448,6,4
12061469,2,8
12061479,0,8
12063877,26,3
12063871,26,12
12063889,30,3
12063882,25,12
12063860,18,11
12063869,38,14
12063863,8,13
12063884,14,23
12058923,1,4
12058918,1,1
12061247,4,7
12061246,3,5
12061243,2,5
12061252,9,5
12061251,3,6
12061242,4,6
12061240,2,2
12061244,0,5
12061248,7,2
12061249,2,9
12061253,2,5
12061250,6,3
12061254,1,4
12061259,1,2
12061241,2,2
12061245,3,3
12063756,6,4
12063762,11,2
12063766,4,8
12063767,7,1
12063768,6,4
12063765,13,6
12063759,1,6
12063761,8,6
12059167,0,2
12059166,0,4
12059168,10,1
12059189,6,4
12059199,6,1
12059163,2,0
12059191,2,3
12059195,4,2
12059190,5,5
12059170,5,1
12059196,2,3
12059185,6,0
12059171,6,17
12059183,2,7
12059157,5,2
12059194,12,5
12061572,2,4
12061564,7,0
12061570,4,4
12061561,3,3
12061574,3,9
12063396,2,0
12063402,2,0
12063409,0,4
12063406,1,1
12063399,3,0
12063403,1,3
12063400,4,2
12063405,1,4
12063397,2,5
12064000,10,19
12063991,21,10
12063398,12,11
12064001,14,14
12063408,7,18
12066013,0,0
12065890,4,2
12065914,7,0
12065913,5,4
12063985,18,15
12059505,9,4
12059502,0,0
12059501,0,0
12061339,0,0
12059503,3,10
12059500,3,11
12059509,9,5
12059508,8,19
12059510,38,13
12059507,5,23
12059506,35,33
12059499,60,11
12059497,11,31
12059836,35,76
12062455,38,44
12062459,32,41
12062456,58,29
12062457,45,12
12062460,15,55
12062454,53,40
12062453,48,53
12062458,76,33
12060788,0,6
12059119,17,21
12059110,18,16
12059122,15,47
12059118,34,8
12059114,27,3
12059113,13,27
12059121,20,15
12059123,13,45
12061280,52,14
12061279,40,15
12061281,25,47
12061282,37,38
12061283,50,23
12061278,58,29
12061552,47,22
12061553,22,57
12058837,2,3
12058840,2,10
12058832,0,2
12058831,2,0
12058836,2,5
12060799,26,7
12060804,10,3
12060801,3,9
12060805,4,2
12060802,2,7
12060806,4,9
12060800,5,8
12060803,11,7
12061182,4,2
12061088,5,4
12061087,3,1
12061332,5,0
12061412,4,4
12061331,3,3
12061338,9,1
12061086,4,5
12063652,22,14
12063651,24,16
12063644,33,17
12063643,20,6
12063641,11,11
12063642,18,10
12063649,27,12
12063645,26,15
12061293,2489,3070
12056909,3208,1899
12056906,5190,1915
12061298,840,4240
12056908,1690,3822
12056902,3329,1743
12058339,1826,2366
12056899,4850,593
12056905,3475,1840
12061324,433,4607
12056907,6029,521
12056904,1385,6084
12061325,2813,2238
12056903,4724,775
12049651,893,5246
12056901,1594,4908
12059442,871,2063
12059447,1282,3218
12059446,3387,1009
12059445,335,2120
12059443,1538,1373
12059440,1275,1749
12062467,919,1739
12062468,739,1123
12062466,1564,1244
12062465,2389,903
12059444,3634,940
12059441,2252,269
12057531,616,1840
12057533,746,2923
12063982,260,908
12057535,632,583
12057530,232,1785
12057534,1599,389
12057529,872,1577
12064031,1532,397
12057528,525,946
12064030,1212,279
12066746,471,268
12064028,487,1922
12057532,2098,155
12064029,915,1114
12056873,498,2312
12058886,439,1926
12056871,1820,481
12056869,762,1042
12063423,0,0
12058888,320,1729
12056878,896,1654
12056879,1070,608
12058887,336,1488
12056870,839,2199
12056866,2622,285
12056872,1534,954
12049681,2590,525
12049675,1838,365
12049673,1248,1715
12049668,1790,531
12049679,1338,1957
12049678,1319,1078
12049695,534,1478
12049674,1303,1664
12049677,1328,459
12049693,561,1864
12049697,892,1151
12049672,201,2033
12049696,299,1800
12049694,2598,528
12049698,841,2026
12049680,281,2220
12049692,6,5
12049689,1618,1776
12049690,1649,1193
12049691,2374,651
12049676,1173,1793
12061694,1425,177
12059247,428,382
12059244,172,476
12059246,79,446
12059245,570,43
12059248,665,64
12063937,189,85
12063939,171,460
12060816,246,204
12059235,56,453
12059243,109,309
12059239,510,75
12059241,237,177
12063940,339,94
12063938,357,54
12059242,159,596
12063941,99,359
12049782,193,544
12049778,244,365
12049788,62,654
12049787,257,353
12049780,211,231
12049786,388,698
12049781,381,147
12049775,138,425
12059843,402,129
12063388,346,125
12063390,62,400
12059847,479,96
12059942,239,246
12063389,404,101
12063391,628,41
12063386,237,243
12063387,155,322
12059841,236,186
12059844,106,873
12059840,387,287
12059850,283,70
12049802,641,118
12049804,626,193
12049817,407,211
12049812,122,394
12059258,501,118
12059257,433,128
12059252,60,379
12059259,748,66
12059251,466,170
12063925,286,36
12063932,173,263
12063930,33,231
12063929,322,31
12063931,308,46
12059253,310,231
12059256,70,285
12065726,259,28
12063928,137,320
12059254,351,62
12049726,361,221
12059249,67,514
12059271,88,250
12059264,522,98
12059273,262,195
12059263,322,57
12059267,250,74
12059268,117,497
12063637,121,185
12063638,82,176
12059266,142,110
12059261,401,198
12059269,178,155
12063639,354,212
12059262,104,192
12059270,191,189
12063636,199,143
12063640,104,189
12049736,93,235
12058640,4,3
12058633,24,36
12058635,18,24
12058639,67,10
12065955,32,4
12058634,4,7
12058636,34,16
12058637,35,16
12063088,64,60
12063065,57,55
12063372,18,9
12063311,31,66
12063527,36,5
12061919,336,39
12061539,166,107
12063861,24,11
12063874,53,14
12066014,12,41
12064967,17,71
12064963,10,77
12066015,71,25
12064965,65,17
12064975,40,13
12064959,21,119
12064964,37,13
12066018,36,67
12066016,14,31
12066020,19,35
12066019,18,77
12066022,87,21
12066021,31,47
12064004,23,36
12063983,70,14
12064002,23,40
12063995,23,19
12065900,44,17
12064960,13,39
12065897,46,19
12065896,6,14
12064936,57,99
12064969,7,33
12065895,33,7
12065894,10,54
12065899,21,24
12065893,40,16
12065898,18,41
12064933,61,46
12063316,82,13
12063312,63,13
12063329,77,14
12063317,36,94
12063321,15,57
12064943,17,42
12065153,47,18
12064941,75,50
12065152,16,39
12065148,44,25
12064914,28,42
12065149,36,19
12065151,18,42
12064920,16,61
12065147,27,10
12065150,73,57
12060687,62,30
12063555,34,17
12063565,36,16
12063557,20,29
12063564,10,73
12063567,58,28
12063563,28,83
12063560,56,6
12063569,34,44
12063568,9,32
12063566,14,51
12063556,61,8
12063561,24,22
12063562,10,63
12063559,34,27
12063554,58,7
12064415,24,35
12064418,47,9
12064416,41,2
12064422,66,14
12064212,35,19
12064215,22,43
12064216,55,18
12064213,44,50
12065032,15,37
12067405,23,4
12065029,59,10
12065031,51,26
12066137,36,34
12064906,51,12
12064911,4,24
12064889,82,5
12064907,6,22
12064912,3,31
12066135,35,7
12064887,26,21
12064910,30,17
12064908,41,24
12066133,34,18
12066140,9,15
12064904,11,70
12066136,32,36
12066134,19,30
12066138,33,9
12064997,39,4
12064996,17,61
12064990,39,16
12064995,15,65
12064999,55,28
12064988,50,10
12064987,14,44
12059148,3,3
12061928,2,4
12059133,19,11
12059138,8,11
12059139,11,7
12059143,5,9
12063945,12,7
12063536,26,7
12063499,4,13
12063534,12,8
12063500,9,13
12061926,8,9
12061925,17,5
12063535,12,3
12063948,10,2
12063950,4,7
12063947,11,0
12063533,6,2
12064027,12,7
12063946,11,33
12063949,8,5
12066108,2,1
12066333,8,1
12066334,3,4
12066109,14,2
12067038,14,6
12067036,23,10
12066584,19,7
12067037,2,19
12063814,79,36
12063812,24,70
12063817,27,85
12063813,79,79
12063811,80,218
12066500,80,37
12064929,36,64
12066509,85,24
12066501,105,15
12066506,36,35
12063864,27,17
12063875,38,22
12063876,35,48
12064938,47,26
12066342,28,23
12066340,10,51
12066339,18,43
12064948,20,28
12066341,9,22
12064949,43,16
12066343,42,17
12066344,35,6
12064951,11,58
12064945,57,21
12066345,23,36
12066346,67,30
12063757,10,33
12063774,23,9
12063770,16,40
12063758,29,16
12066504,23,16
12065018,28,11
12066507,9,47
12066512,14,22
12066508,23,7
12065015,32,20
12066510,15,19
12066515,39,30
12066511,31,6
12065024,15,33
12066503,16,20
12063996,16,18
12063999,27,5
12063988,18,37
12064983,21,27
12066757,30,25
12064972,44,21
12066756,18,19
12064979,37,12
12066762,15,15
12066758,21,10
12064978,19,27
12066759,7,19
12064958,8,30
12064955,45,13
12066761,24,26
12069329,1,2
12066760,6,28
12064510,7,44
12064505,34,29
12064507,47,28
12064514,23,46
12064506,21,79
12064519,42,10
12064504,27,80
12064508,49,10
12064509,36,96
12064516,28,81
12064518,15,68
12064511,43,60
12064515,46,51
12064513,61,42
12064512,60,16
12067467,44,16
12064517,57,20
12063328,32,17
12063315,54,17
12063331,45,9
12063327,16,46
12063313,57,6
12063326,15,5
12063325,51,30
12063324,65,28
12063333,49,36
12063314,84,48
12064881,94,39
12064885,66,32
12064886,17,45
12064882,50,25
12064884,14,87
12068007,22,3
12064883,8,80
12064009,18,64
12064016,14,76
12064017,47,39
12064014,30,47
12064008,65,46
12064007,23,58
12064011,67,24
12064013,72,20
12065006,31,62
12065003,112,20
12065001,29,60
12065007,7,84
12065008,46,10
12069098,14,2
12065002,54,37
12066191,44,9
12066188,24,37
12066184,73,10
12066183,32,21
12066181,5,30
12066189,35,4
12066190,3,27
12066185,44,24
12066195,11,14
12066187,9,16
12066192,36,1
12061035,9,18
12061016,25,8
12063582,49,21
12063599,38,19
12063583,27,9
12063589,24,25
12063588,34,29
12063862,36,10
12063892,28,13
12063859,26,29
12063870,31,7
12063873,34,14
12063872,21,4
12063887,23,10
12063879,26,10
12063404,4,0
12063401,3,2
12063407,1,4
12063395,4,0
12063507,15,8
12063509,1,3
12063508,9,3
12063506,6,3
12062146,4,1
12062137,3,4
12062144,3,4
12062141,3,4
12062140,4,3
12062139,2,1
12062148,4,0
12062147,2,4
12062135,3,4
12062133,3,2
12062134,0,1
12062138,7,2
12062136,4,0
12062142,3,7
12062145,3,1
12062143,4,0
12064412,6,4
12064410,3,3
12064419,1,5
12064411,3,1
12064417,3,0
12064409,7,7
12064414,4,3
12064413,7,1
12061956,3,0
12061963,1,6
12061967,2,3
12061965,1,3
12061966,3,4
12061960,1,5
12061954,1,4
12061962,0,2
12061959,9,1
12061957,7,2
12061955,4,0
12061961,3,2
12061964,25,6
12061968,1,11
12061958,13,3
12061953,5,14
12064217,7,13
12064214,21,2
12064211,19,12
12066179,3,0
12066577,0,2
12066325,5,5
12066324,5,5
12066790,15,5
12063669,25,17
12063666,28,19
12063663,27,14
12063672,26,16
12063662,58,14
12063661,31,10
12063671,21,12
12063660,29,6
12061472,57,40
12061477,58,24
12061460,32,23
12061740,50,18
12061481,101,35
12061018,6,21
12061024,4,40
12061026,5,38
12061007,12,43
12061014,43,10
12061020,35,4
12063615,73,31
12063587,37,35
12063611,20,28
12061464,8,4
12061451,7,10
12061457,4,5
12061466,1,3
12061473,6,4
12061448,6,4
12061469,2,8
12061479,0,8
12063877,26,3
12063871,26,12
12063889,30,3
12063882,25,12
12063860,18,11
12063869,38,14
12063863,8,13
12063884,14,23
12061250,6,3
12061254,1,4
12061259,1,2
12061241,2,2
12061245,3,3
12063756,6,4
12063762,11,2
12063766,4,8
12063767,7,1
12063768,6,4
12063765,13,6
12063759,1,6
12063761,8,6
12061572,2,4
12061564,7,0
12061570,4,4
12061561,3,3
12061574,3,9
12063396,2,0
12063402,2,0
12063409,0,4
12063406,1,1
12063399,3,0
12063403,1,3
12063400,4,2
12063405,1,4
12063397,2,5
12064000,10,19
12063991,21,10
12063398,12,11
12064001,14,14
12063408,7,18
12066013,0,0
12065890,4,2
12065914,7,0
12065913,5,4
12063985,18,15
12062455,38,44
12062459,32,41
12062456,58,29
12062457,45,12
12062460,15,55
12062454,53,40
12062453,48,53
12062458,76,33
12061282,37,38
12061283,50,23
12061278,58,29
12061552,47,22
12061553,22,57
12063652,22,14
12063651,24,16
12063644,33,17
12063643,20,6
12063641,11,11
12063642,18,10
12063649,27,12
12063645,26,15
12056902,3329,1743
12058339,1826,2366
12056899,4850,593
12056905,3475,1840
12061324,433,4607
12056907,6029,521
12056904,1385,6084
12061325,2813,2238
12056903,4724,775
12049651,893,5246
12056901,1594,4908
12049650,5287,569
12056910,7289,600
12049640,745,6156
12049641,5003,611
12049649,935,4846
12049648,5207,1195
12059443,1538,1373
12059440,1275,1749
12062467,919,1739
12062468,739,1123
12062466,1564,1244
12062465,2389,903
12059444,3634,940
12059441,2252,269
12049589,309,2357
12049572,1491,1593
12049573,783,2242
12049586,2068,1330
12057534,1599,389
12057529,872,1577
12064031,1532,397
12057528,525,946
12064030,1212,279
12066746,471,268
12064028,487,1922
12057532,2098,155
12064029,915,1114
12049624,929,1921
12049626,414,3025
12049622,1007,1147
12049611,2314,407
12049679,1338,1957
12049678,1319,1078
12049695,534,1478
12049674,1303,1664
12049677,1328,459
12049693,561,1864
12049697,892,1151
12049672,201,2033
12049696,299,1800
12049694,2598,528
12049698,841,2026
12049680,281,2220
12049692,6,5
12049689,1618,1776
12049690,1649,1193
12049691,2374,651
12049676,1173,1793
12067090,374,2133
12049669,865,2202
12049670,2823,577
12049671,1384,2770
12049685,2005,2288
12059243,109,309
12059239,510,75
12059241,237,177
12063940,339,94
12063938,357,54
12059242,159,596
12063941,99,359
12049782,193,544
12049778,244,365
12049788,62,654
12049787,257,353
12049780,211,231
12049786,388,698
12049781,381,147
12049775,138,425
12049777,94,831
12049774,354,751
12049791,172,732
12049779,290,680
12059844,106,873
12059840,387,287
12059850,283,70
12049802,641,118
12049804,626,193
12049817,407,211
12049812,122,394
12049811,611,167
12049809,451,322
12049808,650,284
12049803,118,1103
12059253,310,231
12059256,70,285
12065726,259,28
12063928,137,320
12059254,351,62
12049726,361,221
12059249,67,514
12049715,389,50
12049720,210,493
12059255,461,750
12049711,140,477
12049719,669,123
12049727,297,326
12063637,121,185
12063638,82,176
12059266,142,110
12059261,401,198
12059269,178,155
12063639,354,212
12059262,104,192
12059270,191,189
12063636,199,143
12063640,104,189
12049736,93,235
12049732,302,103
12049744,270,170
12049748,430,64
12049730,279,146
12049743,53,553
12049740,255,138
12058633,24,36
12058635,18,24
12058639,67,10
12065955,32,4
12058634,4,7
12058636,34,16
12058637,35,16
12065959,9,45
12058638,52,41
12049737,56,17
12063593,35,99
12064946,34,144
12063596,131,39
12064937,125,70
12063601,109,28
12064932,43,220
12063591,275,63
12063597,33,230
12071906,2,19
12064931,89,41
12071827,18,4
12071825,8,23
12071831,6,19
12071830,6,18
12066014,12,41
12064967,17,71
12064963,10,77
12066015,71,25
12064965,65,17
12064975,40,13
12064959,21,119
12064964,37,13
12066018,36,67
12066016,14,31
12066020,19,35
12066019,18,77
12066022,87,21
12066021,31,47
12069700,7,65
12069154,19,72
12069823,49,17
12069799,59,22
12069328,27,69
12069698,46,31
12069348,82,18
12065900,44,17
12064960,13,39
12065897,46,19
12065896,6,14
12064936,57,99
12064969,7,33
12065895,33,7
12065894,10,54
12065899,21,24
12065893,40,16
12065898,18,41
12064933,61,46
12069622,18,49
12069400,48,30
12069073,11,67
12069513,13,111
12069121,27,30
12069094,86,17
12069708,29,40
12069227,20,64
12064943,17,42
12065153,47,18
12064941,75,50
12065152,16,39
12065148,44,25
12064914,28,42
12065149,36,19
12065151,18,42
12064920,16,61
12065147,27,10
12065150,73,57
12068799,50,16
12068830,17,49
12068094,19,86
12068103,60,60
12065113,101,26
12068073,17,58
12068012,102,24
12068731,48,79
12063563,28,83
12063560,56,6
12063569,34,44
12063568,9,32
12063566,14,51
12063556,61,8
12063561,24,22
12063562,10,63
12063559,34,27
12063554,58,7
12063558,16,60
12069795,17,62
12069782,98,27
12069079,6,55
12069628,36,52
12069199,10,58
12066148,7,75
12066809,41,50
12064415,24,35
12064418,47,9
12064416,41,2
12064422,66,14
12067110,5,20
12065010,9,23
12067106,21,6
12067112,32,15
12067111,30,4
12067107,23,13
12067108,3,32
12065026,13,38
12065025,13,75
12067109,39,4
12065012,28,11
12065030,39,14
12064212,35,19
12064215,22,43
12064216,55,18
12064213,44,50
12065032,15,37
12067405,23,4
12065029,59,10
12065031,51,26
12065027,51,9
12067406,20,10
12067410,50,11
12067411,39,42
12067409,10,40
12065009,9,22
12067408,25,8
12067407,27,32
12067464,21,59
12069800,13,60
12069916,38,35
12070034,10,65
12066137,36,34
12064906,51,12
12064911,4,24
12064889,82,5
12064907,6,22
12064912,3,31
12066135,35,7
12064887,26,21
12064910,30,17
12064908,41,24
12066133,34,18
12066140,9,15
12064904,11,70
12066136,32,36
12066134,19,30
12066138,33,9
12069209,21,72
12069397,22,51
12069563,21,78
12069512,48,80
12068864,73,13
12069399,15,44
12069117,86,12
12069793,38,33
12064997,39,4
12064996,17,61
12064990,39,16
12064995,15,65
12064999,55,28
12064988,50,10
12064987,14,44
12064986,62,63
12069267,11,7
12069265,14,12
12069271,26,4
12069269,19,4
12063948,10,2
12063950,4,7
12063947,11,0
12063533,6,2
12064027,12,7
12063946,11,33
12063949,8,5
12066108,2,1
12066333,8,1
12066334,3,4
12066109,14,2
12067038,14,6
12067036,23,10
12066584,19,7
12067037,2,19
12063813,79,79
12063811,80,218
12066500,80,37
12064929,36,64
12066509,85,24
12066501,105,15
12066506,36,35
12066514,32,47
12066502,105,49
12066505,83,16
12064935,19,132
12064942,112,31
12066513,70,78
12066841,58,102
12069967,129,27
12065958,40,127
12064927,126,142
12063595,41,179
12064980,71,51
12064973,45,59
12063604,64,98
12064985,89,17
12063614,151,42
12063613,17,76
12064981,66,87
12071943,7,1
12063607,33,151
12063875,38,22
12063876,35,48
12064938,47,26
12066342,28,23
12066340,10,51
12066339,18,43
12064948,20,28
12066341,9,22
12064949,43,16
12066343,42,17
12066344,35,6
12064951,11,58
12064945,57,21
12066345,23,36
12066346,67,30
12069106,25,56
12069064,17,49
12066276,32,43
12069643,64,24
12069330,21,69
12069384,69,21
12069780,18,70
12069331,54,25
12063770,16,40
12063758,29,16
12066504,23,16
12065018,28,11
12066507,9,47
12066512,14,22
12066508,23,7
12065015,32,20
12066510,15,19
12066515,39,30
12066511,31,6
12065024,15,33
12066503,16,20
12065019,43,18
12066120,19,54
12069327,28,35
12069140,33,17
12069822,13,40
12069699,11,52
12069923,35,24
12069537,20,42
12065028,66,17
12064983,21,27
12066757,30,25
12064972,44,21
12066756,18,19
12064979,37,12
12066762,15,15
12066758,21,10
12064978,19,27
12066759,7,19
12064958,8,30
12064955,45,13
12066761,24,26
12069329,1,2
12066760,6,28
12069074,43,45
12064962,34,38
12069069,33,7
12069902,35,9
12069398,31,10
12069696,29,5
12069153,25,40
12069908,29,23
12064510,7,44
12064505,34,29
12064507,47,28
12064514,23,46
12064506,21,79
12064519,42,10
12064504,27,80
12064508,49,10
12064509,36,96
12064516,28,81
12064518,15,68
12064511,43,60
12064515,46,51
12064513,61,42
12064512,60,16
12067467,44,16
12064517,57,20
12067299,77,26
12067531,18,62
12067446,21,82
12067530,23,61
12067154,51,14
12067969,39,36
12067979,57,70
12067156,40,130
12064881,94,39
12064885,66,32
12064886,17,45
12064882,50,25
12064884,14,87
12068007,22,3
12064883,8,80
12065696,49,49
12068138,9,48
12065110,44,34
12068756,55,18
12068757,14,75
12068165,52,35
12065312,48,82
12068072,74,23
12064017,47,39
12064014,30,47
12064008,65,46
12064007,23,58
12064011,67,24
12064013,72,20
12065006,31,62
12065003,112,20
12065001,29,60
12065007,7,84
12065008,46,10
12069098,14,2
12065002,54,37
12065005,69,28
12065000,24,62
12067131,58,54
12069781,61,28
12066785,58,75
12066843,94,24
12069518,34,116
12069974,56,49
12066191,44,9
12066188,24,37
12066184,73,10
12066183,32,21
12066181,5,30
12066189,35,4
12066190,3,27
12066185,44,24
12066195,11,14
12066187,9,16
12066192,36,1
12066194,26,4
12066182,15,21
12066186,21,11
12066193,9,16
12066196,42,14
12069326,52,32
12069254,111,19
12069075,37,54
12069836,40,26
12069982,19,46
12069579,18,55
12069886,42,7
12063582,49,21
12063599,38,19
12063583,27,9
12063589,24,25
12063588,34,29
12063600,75,26
12063580,103,28
12063581,96,35
12064412,6,4
12064410,3,3
12064419,1,5
12064411,3,1
12064417,3,0
12064409,7,7
12064414,4,3
12064413,7,1
12061964,25,6
12061968,1,11
12061958,13,3
12061953,5,14
12064217,7,13
12064214,21,2
12064211,19,12
12066179,3,0
12066577,0,2
12066325,5,5
12066324,5,5
12066790,15,5
12063615,73,31
12063587,37,35
12063611,20,28
12063606,78,25
12063586,86,27
12063602,79,24
12063605,67,27
12063609,59,61
12065914,7,0
12065913,5,4
12063985,18,15
12056903,4724,775
12049651,893,5246
12056901,1594,4908
12049650,5287,569
12056910,7289,600
12049640,745,6156
12049641,5003,611
12049649,935,4846
12049648,5207,1195
12049644,5874,852
12049646,2805,3198
12049634,5175,966
12049589,309,2357
12049572,1491,1593
12049573,783,2242
12049586,2068,1330
12049570,1036,3514
12049578,915,3301
12049583,4765,570
12049585,2304,1500
12049624,929,1921
12049626,414,3025
12049622,1007,1147
12049611,2314,407
12049623,2615,320
12049621,469,3245
12049617,784,2180
12049616,337,2644
12049690,1649,1193
12049691,2374,651
12049676,1173,1793
12067090,374,2133
12049669,865,2202
12049670,2823,577
12049671,1384,2770
12049685,2005,2288
12049687,820,3145
12049688,2994,839
12049686,3002,2779
12072038,847,160
12072029,980,155
12072035,486,473
12072039,360,505
12072052,175,490
12072044,694,248
12072048,262,555
12072047,905,155
12072049,340,781
12072060,590,181
12072058,61,451
12072050,848,210
12072045,97,471
12072051,556,500
12072043,191,809
12074230,252,65
12072061,126,778
12073831,116,480
12049781,381,147
12049775,138,425
12049777,94,831
12049774,354,751
12049791,172,732
12049779,290,680
12049793,1052,173
12049776,737,463
12049811,611,167
12049809,451,322
12049808,650,284
12049803,118,1103
12049813,516,204
12049806,428,482
12049816,791,151
12059249,67,514
12049715,389,50
12049720,210,493
12059255,461,750
12049711,140,477
12049719,669,123
12049727,297,326
12049714,622,359
12049710,265,709
12049721,283,554
12063636,199,143
12063640,104,189
12049736,93,235
12049732,302,103
12049744,270,170
12049748,430,64
12049730,279,146
12049743,53,553
12049740,255,138
12049749,83,376
12049733,363,246
12049750,466,178
12049745,92,491
12058636,34,16
12058637,35,16
12065959,9,45
12058638,52,41
12049737,56,17
12049742,16,49
12049741,61,17
12049735,21,78
12063593,35,99
12064946,34,144
12063596,131,39
12064937,125,70
12063601,109,28
12064932,43,220
12063591,275,63
12063597,33,230
12071906,2,19
12064931,89,41
12071827,18,4
12071825,8,23
12071831,6,19
12071830,6,18
12071828,13,19
12071969,4,12
12071829,26,4
12071826,31,12
12071970,25,34
12072409,18,80
12072329,109,24
12072371,17,168
12072661,56,26
12072522,117,15
12072533,65,63
12074135,27,9
12074163,1,18
12074422,8,25
12066020,19,35
12066019,18,77
12066022,87,21
12066021,31,47
12069700,7,65
12069154,19,72
12069823,49,17
12069799,59,22
12069328,27,69
12069698,46,31
12069348,82,18
12069697,39,166
12071922,38,79
12071956,49,81
12072164,67,32
12072521,121,29
12065893,40,16
12065898,18,41
12064933,61,46
12069622,18,49
12069400,48,30
12069073,11,67
12069513,13,111
12069121,27,30
12069094,86,17
12069708,29,40
12069227,20,64
12071930,38,67
12071921,11,124
12072138,98,19
12072027,105,49
12068799,50,16
12068830,17,49
12068094,19,86
12068103,60,60
12065113,101,26
12068073,17,58
12068012,102,24
12068731,48,79
12070913,57,118
12070984,69,29
12071549,60,92
12070812,58,95
12063559,34,27
12063554,58,7
12063558,16,60
12069795,17,62
12069782,98,27
12069079,6,55
12069628,36,52
12069199,10,58
12066148,7,75
12066809,41,50
12069301,55,45
12072227,56,91
12072359,37,61
12072455,18,97
12072076,29,102
12067110,5,20
12065010,9,23
12067106,21,6
12067112,32,15
12067111,30,4
12067107,23,13
12067108,3,32
12065026,13,38
12065025,13,75
12067109,39,4
12065012,28,11
12065030,39,14
12070287,12,38
12070122,51,3
12070046,60,23
12069987,4,49
12070305,15,43
12067229,60,7
12070304,11,110
12070302,23,60
12064213,44,50
12065032,15,37
12067405,23,4
12065029,59,10
12065031,51,26
12065027,51,9
12067406,20,10
12067410,50,11
12067411,39,42
12067409,10,40
12065009,9,22
12067408,25,8
12067407,27,32
12067464,21,59
12069800,13,60
12069916,38,35
12070034,10,65
12070257,15,56
12065013,42,63
12070306,59,12
12070315,19,74
12072526,73,13
12072523,58,54
12066140,9,15
12064904,11,70
12066136,32,36
12066134,19,30
12066138,33,9
12069209,21,72
12069397,22,51
12069563,21,78
12069512,48,80
12068864,73,13
12069399,15,44
12069117,86,12
12069793,38,33
12072177,74,22
12072365,98,33
12072114,57,77
12072437,26,68
12064999,55,28
12064988,50,10
12064987,14,44
12064986,62,63
12069267,11,7
12069265,14,12
12069271,26,4
12069269,19,4
12069266,29,56
12069272,62,24
12069270,109,86
12069268,14,50
12069580,22,75
12069872,89,19
12069794,266,63
12069983,140,43
12064991,39,51
12065004,144,43
12072511,63,78
12072555,70,27
12074538,22,11
12074598,12,40
12066109,14,2
12066501,105,15
12066506,36,35
12066514,32,47
12066502,105,49
12066505,83,16
12064935,19,132
12064942,112,31
12066513,70,78
12066841,58,102
12069967,129,27
12065958,40,127
12064927,126,142
12069175,44,114
12070026,34,138
12070258,108,31
12066017,131,61
12072460,96,74
12063595,41,179
12064980,71,51
12064973,45,59
12063604,64,98
12064985,89,17
12063614,151,42
12063613,17,76
12064981,66,87
12071943,7,1
12063607,33,151
12071945,9,16
12071946,7,20
12071944,6,16
12071942,33,14
12063603,95,19
12072077,28,3
12071941,26,25
12072005,7,35
12072538,41,77
12072541,37,71
12072492,63,16
12072626,69,23
12072582,75,25
12072520,22,63
12074227,9,11
12072674,50,127
12074179,18,15
12074547,9,7
12064945,57,21
12066345,23,36
12066346,67,30
12069106,25,56
12069064,17,49
12066276,32,43
12069643,64,24
12069330,21,69
12069384,69,21
12069780,18,70
12069331,54,25
12072003,16,122
12071936,25,63
12072004,16,73
12072028,35,73
12066511,31,6
12065024,15,33
12066503,16,20
12065019,43,18
12066120,19,54
12069327,28,35
12069140,33,17
12069822,13,40
12069699,11,52
12069923,35,24
12069537,20,42
12065028,66,17
12072151,62,25
12071931,41,34
12072024,17,55
12072081,63,36
12064958,8,30
12064955,45,13
12066761,24,26
12069329,1,2
12066760,6,28
12069074,43,45
12064962,34,38
12069069,33,7
12069902,35,9
12069398,31,10
12069696,29,5
12069153,25,40
12069908,29,23
12071947,53,33
12072016,58,8
12072002,28,33
12072099,22,37
12067299,77,26
12067531,18,62
12067446,21,82
12067530,23,61
