match_id,home_vote,away_vote
12027229,109,14
12041821,13,1
11998456,1317,4567
11998453,736,4243
11998454,3633,521
11998452,3693,2740
11998458,3066,2237
11998457,3933,1354
12002065,1080,2766
12002068,837,2082
12002059,2565,460
12002061,1809,1670
12002072,1409,1876
12002070,2903,1086
12002073,3335,766
12002060,1743,601
12002066,1064,1667
12002067,599,1740
12002069,1512,1730
12024386,96,414
12024239,452,65
12025132,88,134
12024637,276,107
12024934,303,58
12024640,610,69
12025130,129,38
12024935,225,168
12023358,8,21
12025799,108,341
12029395,13,17
12023359,127,270
12038557,0,0
12023351,255,27
12026857,31,212
12025687,71,159
12023349,210,48
12038644,0,0
12026855,74,111
12026853,62,158
12024240,297,60
12025690,191,35
12023355,188,132
12026875,173,57
12024039,38,608
12024231,110,665
12024388,202,112
12027516,29,60
12026852,39,135
12024042,39,225
12027535,42,491
12027058,211,130
12026878,183,38
12023356,37,99
12027519,55,49
12024389,58,140
12024234,72,402
12027803,715,63
12024638,346,23
12039284,0,0
12027533,22,248
12024241,124,19
12027059,57,213
12027918,86,32
12027949,91,41
12027802,70,199
12024639,121,15
12028140,90,9
12024238,89,13
12028190,105,69
12027919,90,16
12027948,34,159
12028144,36,80
12024936,145,82
12027972,115,20
12028191,76,330
12025129,84,38
12027969,18,133
12024938,124,118
12040019,1,3
12025128,59,40
12026854,25,226
12040871,0,0
12025689,118,56
12041657,0,0
12040872,1,5
12026859,53,120
12025688,58,63
12026856,23,133
12026858,18,123
12027804,691,80
12027531,36,216
12026877,253,61
12041771,8,4
12041820,0,0
12027054,85,268
12027517,50,132
11974053,272,61
11974067,145,247
11974052,654,52
11974068,157,160
11974071,100,158
11987997,197,41
11974070,29,259
11974049,420,68
12002102,162,23
12001944,110,31
12002110,29,96
12002113,64,43
12002107,104,71
12001987,22,133
12023360,117,39
12028737,22,18
12024426,60,30
12029386,18,5
12029459,9,2
12023354,17,36
12029551,6,57
12029657,5,7
12029619,11,5
12024233,16,54
12024390,74,44
12024040,10,230
12024242,47,13
12024641,132,18
12024937,79,22
12025131,53,13
12040787,2,4
12026861,12,58
12025691,55,44
12026860,48,46
12026876,63,70
12027518,21,16
12041488,3,1
12027801,445,56
12027532,16,111
12027056,44,67
12041644,13,14
12028955,497,102
12028951,136,699
12028956,488,104
12028953,318,113
12028954,179,235
12028957,423,33
12028952,411,139
12028958,184,486
12039866,780,83
12039861,772,176
12039867,413,516
12039863,707,150
12039865,956,96
12027641,564,59
12029664,0,0
12027640,453,108
12029656,6,2
12027644,53,411
12027643,21,394
12027645,35,361
12027648,255,295
12027649,539,76
12027647,407,178
12027646,349,354
12027651,283,61
12027654,192,463
12027652,31,306
12038854,130,668
12039268,726,84
12039252,420,312
12039242,159,673
12039273,463,254
12039420,230,521
12027973,211,35
12027981,80,249
12027974,26,144
12037643,12,22
12027975,205,43
12027980,23,231
12027978,231,52
12027982,354,53
12027984,43,183
12027979,249,51
12027983,36,168
12027977,33,229
12027976,298,124
12039400,438,37
12039396,428,229
12038866,461,123
12039397,438,107
12039471,464,102
12039717,236,329
11998664,536,206
11998673,689,110
11998663,501,349
11998776,189,606
11998777,252,472
11998781,562,138
11998779,577,121
11998775,632,199
11998778,663,170
11999014,342,722
11999015,727,423
11999019,842,351
11999006,123,638
11999018,762,170
11999008,200,593
11999016,301,719
11999207,755,310
11999208,371,476
11999214,254,618
11999206,229,505
11999216,175,506
11999217,578,97
12037709,86,37
12037719,27,97
12038182,28,96
12038429,49,61
12037718,101,18
12038431,54,56
12038187,127,26
12037710,117,37
12038178,51,61
12037708,31,107
12038428,51,77
12037720,14,108
12040682,9,34
12039192,14,92
12039179,104,34
12039202,146,17
12039196,70,46
12039181,17,73
12039193,59,12
12039195,9,53
12039180,49,105
12039191,129,10
12039194,98,30
12039178,165,17
12039190,15,137
12039902,48,143
12039906,124,23
12039876,68,50
12039909,155,17
12039905,112,23
12039911,58,89
12039907,16,108
12039912,18,123
12027665,78,22
12027669,90,78
12027679,55,121
12027666,117,20
12027678,38,101
12027674,29,140
12027668,7,72
12027667,108,19
12027673,17,79
12027677,143,76
12027672,118,16
12027680,52,72
12038470,63,123
12038630,32,150
12038622,122,82
12039033,183,56
12039278,38,116
12038621,97,32
12026623,114,18
12027491,89,41
12038725,49,81
12026987,26,94
12027048,34,80
12038651,112,67
12024226,158,103
12024355,35,147
12024365,174,63
12024245,209,104
12038726,15,12
12039054,15,11
12039714,88,32
12026797,120,27
12026792,91,33
12038552,110,59
12025085,96,65
12025044,89,82
12025061,51,140
12028542,95,73
12028146,85,60
12039364,128,51
12025144,127,51
12025067,248,46
12027547,94,98
12027985,146,39
12039718,65,123
12027148,26,119
12027494,25,80
12038672,92,95
12025752,63,120
12025679,51,170
12029387,76,152
12025849,79,190
12026470,181,193
12038624,50,140
12024794,94,101
12024371,75,112
12024435,198,104
12024489,155,39
12038683,8,18
12038684,22,9
12039389,50,50
12025057,69,132
12024644,102,116
12027950,64,124
12027653,111,60
12039340,76,128
12025133,60,67
12025149,158,52
12025142,131,68
12025174,38,116
12028250,81,38
12028607,171,102
12027611,76,33
12027539,21,71
12038599,92,63
12039558,4,3
12039530,4,2
12039539,6,2
12039569,7,5
12039573,6,4
12039538,1,8
12039532,4,5
12039516,3,3
12039517,0,7
12039512,3,1
12041791,0,0
12039568,5,5
12039572,3,1
12039541,8,2
12039547,0,6
12039548,1,0
12039511,2,3
12039523,2,2
12039537,2,3
12039553,2,4
12039560,3,0
12039534,1,3
12039570,0,4
12039559,0,3
12039566,1,2
12039543,6,1
12039552,0,2
12039550,4,0
12039557,2,1
12039520,0,0
12039531,9,3
12039556,4,2
12039571,0,1
12039891,2,15
12039875,15,5
12039869,1,20
12039893,12,5
12039895,15,4
12039889,7,6
12039872,10,4
12039892,2,8
12039878,3,2
12039897,9,3
12039873,14,3
12039870,10,12
12039884,3,12
12039874,5,13
12039896,15,10
12039871,17,12
12039803,3,0
12039811,3,2
12039799,6,0
12039810,3,0
12039800,1,1
12039804,2,1
12039818,3,0
12039808,1,2
12039802,2,3
12039797,2,3
12039794,9,2
12039813,2,2
12039805,7,4
12039821,0,4
12039812,5,2
12039814,2,2
12039796,2,7
12039824,3,2
12039823,1,3
12039820,0,4
12039806,0,3
12039793,3,2
12039819,1,1
12039815,2,3
12039798,2,1
12039807,3,0
12039816,2,4
12039822,7,1
12039801,3,2
12039817,1,9
12039809,5,5
12039795,0,2
12039931,1,1
12039920,0,3
12039940,1,1
12039948,1,2
12039936,1,0
12039919,2,2
12039954,5,2
12039958,3,0
12039922,2,4
12039951,3,1
12039947,1,2
12039944,1,1
12039959,4,4
12039945,0,2
12039915,1,1
12039953,6,5
12039946,0,1
12039917,5,2
12039914,6,0
12039942,4,2
12039935,1,0
12039949,1,2
12039918,4,6
12039933,8,0
12039921,3,0
12039952,1,0
12039923,4,2
12039916,3,1
12039960,4,7
12039961,2,1
12039941,0,1
12039719,1,3
12039728,4,2
12039738,3,1
12039741,0,3
12039740,6,2
12039730,3,0
12039723,4,3
12039748,0,4
12039737,1,1
12039747,10,0
12039721,5,2
12039720,6,0
12039732,6,0
12039746,1,4
12039743,0,3
12039734,1,7
12039750,2,1
12039733,1,9
12039731,0,3
12039729,2,0
12039744,9,2
12039736,2,0
12039724,2,1
12039739,7,5
12039749,6,1
12039725,0,1
12039727,1,2
12039524,3,7
12039529,2,6
12039519,1,12
12039526,7,12
12039546,16,1
12039567,0,5
12039525,0,7
12039564,5,7
12039544,0,5
12039562,1,4
12039536,14,2
12039551,13,1
12039549,5,14
12039513,2,2
12039533,4,3
12039528,0,7
12039565,1,3
12039522,4,2
12039542,3,0
12039563,4,1
12039561,10,2
12039540,5,7
12039521,11,3
12039545,6,5
12039555,2,3
12039554,4,7
12039535,5,3
12039574,9,2
12039515,17,0
12039514,6,1
12039518,10,2
12039527,1,5
12029689,13,25
12029687,30,10
12029696,16,3
12029698,5,31
12029694,49,11
12029697,11,39
12029695,17,22
12029688,11,38
12029693,55,5
12029691,24,1
12029701,9,27
12029692,6,26
12029700,4,20
12029690,31,2
12029699,45,9
12039851,7,6
12039852,16,6
12039857,11,13
12039853,8,13
12039855,30,17
12039847,40,22
12039845,8,48
12039858,8,17
12039849,23,7
12039850,13,39
12039886,1,0
12041688,0,0
12039882,15,3
12039900,19,7
12039899,35,7
12039888,21,18
12039883,24,28
12039887,1,49
12039956,6,1
12039955,1,4
12039929,2,1
12039934,4,2
12039928,4,7
12039950,3,2
12039943,5,2
12039957,2,0
12039937,2,3
12039930,4,0
12039927,2,5
12039939,1,4
12039932,8,3
12039925,0,4
12039924,1,6
12039926,3,1
12039694,3,1
12039691,0,2
12039688,2,0
12039690,1,0
12039692,2,1
12039685,3,0
12039689,0,2
12039686,1,0
12039695,0,4
12039687,3,3
12039693,1,0
12027541,1093,551
12024559,464,750
12024513,317,431
12027906,422,98
12024617,940,205
12027227,366,40
12039218,0,0
12039283,0,0
12024366,1204,350
12024616,410,505
12024839,678,225
12024558,548,245
12039391,0,0
12039701,0,0
12027231,379,27
12027545,767,148
12027905,480,50
12024511,169,240
12024367,590,157
12024836,484,134
12027987,755,176
12025137,808,78
12027988,670,69
12025136,554,438
12025683,61,811
12040867,8,51
12025682,51,828
12027230,404,22
12041772,0,0
12027542,758,542
12027228,343,41
12027907,631,207
12027543,1094,276
12027904,674,169
12042614,0,0
12027989,824,346
12027990,222,30
12042635,303,155
12024510,72,170
12024370,219,39
12038685,28,12
12024555,141,196
12024615,243,41
12024838,91,142
12038917,23,29
12025140,164,40
12025681,31,150
12027544,432,100
12041662,13,4
12027229,109,14
12041821,13,1
12027908,143,18
12027986,191,78
12038860,36,83
11998458,3066,2237
11998457,3933,1354
11998455,2804,4264
12039077,2546,818
12041918,856,948
12039075,2925,416
12002072,1409,1876
12002070,2903,1086
12002073,3335,766
12039293,7,11
12039297,5,1
12039298,1444,346
12039299,670,812
12039455,387,997
12042459,288,1495
12002069,1512,1730
12027535,42,491
12027058,211,130
12026878,183,38
12023356,37,99
12027519,55,49
12024389,58,140
12024234,72,402
12027803,715,63
12024638,346,23
12039284,0,0
12027533,22,248
12024241,124,19
12027059,57,213
12027918,86,32
12027949,91,41
12027802,70,199
12024639,121,15
12028140,90,9
12024238,89,13
12028190,105,69
12027919,90,16
12027948,34,159
12028144,36,80
12024936,145,82
12027972,115,20
12028191,76,330
12025129,84,38
12027969,18,133
12024938,124,118
12040019,1,3
12025128,59,40
12026854,25,226
12040871,0,0
12025689,118,56
12041657,0,0
12040872,1,5
12026859,53,120
12025688,58,63
12026856,23,133
12026858,18,123
12027804,691,80
12027531,36,216
12026877,253,61
12041771,8,4
12041820,0,0
12027054,85,268
12027517,50,132
12041844,0,0
12027800,78,235
12027534,36,455
12027520,48,71
12027055,38,163
12026874,189,48
12041833,19,55
12027920,113,21
12042296,1,4
12028141,389,82
12027922,84,24
12041834,42,61
12028189,107,408
12028143,96,32
12027971,48,310
12028192,202,237
12027968,67,79
11974070,29,259
11974049,420,68
11974072,155,32
11974065,144,18
11974113,172,36
12002110,29,96
12002113,64,43
12002107,104,71
12001987,22,133
12002106,176,49
12002111,37,104
12024242,47,13
12024641,132,18
12024937,79,22
12025131,53,13
12040787,2,4
12026861,12,58
12025691,55,44
12026860,48,46
12026876,63,70
12027518,21,16
12041488,3,1
12027801,445,56
12027532,16,111
12027056,44,67
12041644,13,14
12041835,5,7
12027921,44,4
12027947,1,0
12041842,5,2
12028142,38,29
12028193,66,25
12042026,5,9
12027970,22,44
12028955,497,102
12028951,136,699
12028956,488,104
12028953,318,113
12028954,179,235
12028957,423,33
12028952,411,139
12028958,184,486
12039474,691,887
12039841,174,624
12039913,562,515
12040020,753,134
12040508,458,167
12040506,86,419
12040509,705,120
12040507,327,296
12040510,477,54
12040512,209,354
12040511,35,348
12040515,729,87
12039866,780,83
12039861,772,176
12039867,413,516
12039863,707,150
12039865,956,96
12039862,234,979
12039860,171,534
12039868,728,72
12041849,1470,577
12041853,874,1075
12042392,1337,329
12042016,1867,430
12027652,31,306
12038854,130,668
12039268,726,84
12039252,420,312
12039242,159,673
12039273,463,254
12039420,230,521
12027978,231,52
12027982,354,53
12027984,43,183
12027979,249,51
12027983,36,168
12027977,33,229
12027976,298,124
12039400,438,37
12039396,428,229
12038866,461,123
12039397,438,107
12039471,464,102
12039717,236,329
11998663,501,349
12037711,87,253
12037714,139,146
12037723,55,384
12037712,73,329
12037717,340,54
12037713,345,93
12039198,151,444
12039183,74,514
12039197,207,255
12039182,142,420
11998775,632,199
11998778,663,170
11998773,769,212
11999018,762,170
11999008,200,593
11999016,301,719
12039966,302,389
12039970,151,467
11999216,175,506
11999217,578,97
11999218,457,319
12037709,86,37
12037719,27,97
12038182,28,96
12038429,49,61
12037718,101,18
12038431,54,56
12038187,127,26
12037710,117,37
12038178,51,61
12037708,31,107
12038428,51,77
12037720,14,108
12040682,9,34
12040681,134,39
12040692,101,65
12040680,91,16
12040870,107,30
12040789,153,16
12040790,127,42
12039192,14,92
12039179,104,34
12039202,146,17
12039196,70,46
12039181,17,73
12039193,59,12
12039195,9,53
12039180,49,105
12039191,129,10
12039194,98,30
12039178,165,17
12039190,15,137
12041484,84,204
12041483,299,73
12041038,286,67
12041702,235,40
12041759,100,216
12041658,239,40
12039902,48,143
12039906,124,23
12039876,68,50
12039909,155,17
12039905,112,23
12039911,58,89
12039907,16,108
12039912,18,123
12039904,138,37
12039910,24,115
12039908,13,91
12039903,237,52
12041961,258,164
12041816,266,86
12041895,34,146
12042017,216,109
12042081,97,203
12042497,275,121
12040213,131,392
12040206,509,129
12040216,179,338
12041727,39,191
12040207,394,210
12043337,22,82
12040219,412,77
12038470,63,123
12038630,32,150
12038622,122,82
12039033,183,56
12039278,38,116
12038621,97,32
12038725,49,81
12038651,112,67
12038726,15,12
12039054,15,11
12039714,88,32
12038552,110,59
12028146,85,60
12039364,128,51
12027547,94,98
12027985,146,39
12039718,65,123
12038672,92,95
12029387,76,152
12038624,50,140
12038683,8,18
12038684,22,9
12039389,50,50
12027950,64,124
12027653,111,60
12039340,76,128
12028250,81,38
12028607,171,102
12040023,46,180
12038599,92,63
12039558,4,3
12039530,4,2
12039539,6,2
12039569,7,5
12039573,6,4
12039538,1,8
12039532,4,5
12039516,3,3
12039517,0,7
12039512,3,1
12041791,0,0
12039568,5,5
12039572,3,1
12039541,8,2
12039547,0,6
12039548,1,0
12039511,2,3
12039523,2,2
12039537,2,3
12039553,2,4
12039560,3,0
12039534,1,3
12039570,0,4
12039559,0,3
12039566,1,2
12039543,6,1
12039552,0,2
12039550,4,0
12039557,2,1
12039520,0,0
12039531,9,3
12039556,4,2
12039571,0,1
12041782,47,8
12041804,34,17
12041798,58,27
12041801,31,47
12041792,37,51
12041793,33,15
12041807,47,22
12041803,9,38
12041814,22,51
12041795,10,16
12041797,46,8
12041813,16,22
12041788,44,15
12041808,39,6
12041789,12,12
12041785,13,23
12039891,2,15
12039875,15,5
12039869,1,20
12039893,12,5
12039895,15,4
12039889,7,6
12039872,10,4
12039892,2,8
12039878,3,2
12039897,9,3
12039873,14,3
12039870,10,12
12039884,3,12
12039874,5,13
12039896,15,10
12039871,17,12
12041957,62,18
12041943,32,36
12041948,11,49
12041947,30,38
12041950,27,5
12041953,25,13
12041940,12,36
12041944,35,13
12041951,3,28
12041945,40,20
12041946,11,32
12041942,61,18
12041941,47,5
12041956,31,13
12041955,19,40
12041954,2,20
12039803,3,0
12039811,3,2
12039799,6,0
12039810,3,0
12039800,1,1
12039804,2,1
12039818,3,0
12039808,1,2
12039802,2,3
12039797,2,3
12039794,9,2
12039813,2,2
12039805,7,4
12039821,0,4
12039812,5,2
12039814,2,2
12039796,2,7
12039824,3,2
12039823,1,3
12039820,0,4
12039806,0,3
12039793,3,2
12039819,1,1
12039815,2,3
12039798,2,1
12039807,3,0
12039816,2,4
12039822,7,1
12039801,3,2
12039817,1,9
12039809,5,5
12039795,0,2
12042287,9,3
12042274,19,1
12042286,10,3
12042278,3,8
12042280,9,3
12042283,4,2
12042284,7,7
12042281,10,8
12042276,10,2
12042285,6,12
12042288,3,3
12042282,5,5
12042279,4,8
12042275,10,6
12042277,1,15
12045068,7,2
12039931,1,1
12039920,0,3
12039940,1,1
12039948,1,2
12039936,1,0
12039919,2,2
12039954,5,2
12039958,3,0
12039922,2,4
12039951,3,1
12039947,1,2
12039944,1,1
12039959,4,4
12039945,0,2
12039915,1,1
12039953,6,5
12039946,0,1
12039917,5,2
12039914,6,0
12039942,4,2
12039935,1,0
12039949,1,2
12039918,4,6
12039933,8,0
12039921,3,0
12039952,1,0
12039923,4,2
12039916,3,1
12039960,4,7
12039961,2,1
12039941,0,1
12039938,4,13
12042583,4,10
12042581,0,10
12042578,4,7
12042588,11,2
12042579,5,6
12042590,4,2
12042589,10,6
12042591,9,1
12042584,1,10
12042601,0,3
12042582,0,1
12042586,2,2
12042567,9,3
12042640,2,7
12042585,7,2
12042565,3,2
12045326,0,3
12045187,3,1
12045186,3,2
12045325,3,6
12046236,0,0
12046032,0,0
12039719,1,3
12039728,4,2
12039738,3,1
12039741,0,3
12039740,6,2
12039730,3,0
12039723,4,3
12039748,0,4
