match_id,set_num,game_num,value,break_occurred
11998782,2,2,10.0,False
11998782,2,3,26.0,True
11998782,2,4,74.8,False
11998782,2,5,-10.0,False
11998782,2,6,36.8,False
11998782,2,7,-10.0,False
11998782,2,8,-10.0,True
11998782,2,9,-10.0,False
11998782,2,10,35.6,False
11998782,2,11,-10.0,False
11998782,2,12,10.0,False
11998782,2,13,50.0,False
11998783,1,1,54.0,False
11998783,1,2,-18.2,False
11998783,1,3,-12.0,True
11998783,1,4,-45.2,False
11998783,1,5,-85.6,True
11998783,1,6,-76.2,False
11998783,1,7,-60.8,True
11998783,2,1,-31.0,False
11998783,2,2,22.8,False
11998783,2,3,-61.4,False
11998783,2,4,-11.4,True
11998783,2,5,-24.2,False
11998783,2,6,10.0,False
11998783,2,7,-12.0,False
11998783,2,8,60.0,False
11998783,2,9,-19.0,False
11998784,1,1,-61.0,False
11998784,1,2,41.8,False
11998784,1,3,-10.0,False
11998784,1,4,10.0,False
11998784,1,5,-54.8,False
11998784,1,6,10.0,False
11998784,1,7,-22.0,False
11998784,1,8,58.6,False
11998784,1,9,43.0,True
11998784,1,10,72.8,False
11998784,2,1,-36.0,False
11998784,2,2,10.0,False
11998784,2,3,-10.0,False
11998784,2,4,37.6,False
11998784,2,5,-47.4,False
11998784,2,6,64.4,False
11998784,2,7,-33.2,False
11998784,2,8,74.4,False
11998784,2,9,-29.6,False
11998784,2,10,10.4,False
11998784,2,11,-17.4,False
11998784,2,12,27.6,False
11998784,2,13,65.0,False
11998785,1,1,-32.0,True
11998785,1,2,-10.4,False
11998785,1,3,53.8,False
11998785,1,4,-19.6,False
11998785,1,5,74.0,False
11998785,1,6,10.0,True
11998785,1,7,10.0,False
11998785,1,8,-30.6,False
11998785,1,9,-62.2,True
11998785,1,10,-52.8,False
11998785,2,1,-17.0,True
11998785,2,2,-64.4,False
11998785,2,3,10.0,False
11998785,2,4,18.4,True
11998785,2,5,10.0,False
11998785,2,6,-35.8,False
11998785,2,7,28.2,False
11998785,2,8,-30.4,False
11998785,2,9,69.4,False
11998785,2,10,-10.0,False
11998785,2,11,23.8,False
11998785,2,12,-10.0,False
11998785,2,13,-50.0,False
11998786,1,1,61.0,False
11998786,1,2,-10.0,False
11998786,1,3,79.6,False
11998786,1,4,-23.0,False
11998786,1,5,10.0,False
11998786,1,6,-11.4,False
11998786,1,7,28.0,False
11998786,1,8,38.0,True
11998786,1,9,41.4,False
11998786,2,1,35.0,True
11998786,2,2,11.0,False
11998786,2,3,-21.2,False
11998786,2,4,10.0,False
11998786,2,5,10.0,True
11998786,2,6,52.4,False
11998786,2,7,-45.6,False
11998786,2,8,36.0,False
11999004,1,1,-54.0,False
11999004,1,2,18.2,False
11999004,1,3,-23.0,False
11999004,1,4,-22.8,True
11999004,1,5,44.4,True
11999004,1,6,10.0,False
11999004,1,7,-12.6,False
11999004,1,8,10.0,False
11999004,1,9,-19.6,False
11999004,1,10,34.8,False
11999004,1,11,-10.0,False
11999004,1,12,66.0,False
11999004,1,13,-35.0,False
11999004,2,1,10.0,False
11999004,2,2,-38.4,False
11999004,2,3,-35.2,True
11999004,2,4,-12.8,False
11999004,2,5,10.0,False
11999004,2,6,-30.2,False
11999004,2,7,10.0,False
11999004,2,8,-41.0,False
11999004,2,9,10.0,False
11999004,2,10,-60.4,False
11999005,1,1,-10.0,False
11999005,1,2,10.0,False
11999005,1,3,-41.6,False
11999005,1,4,-63.8,True
11999005,1,5,10.0,True
11999005,1,6,-51.2,True
11999005,1,7,-15.6,False
11999005,1,8,-42.6,True
11999005,2,1,17.0,True
11999005,2,2,-29.6,True
11999005,2,3,-10.0,False
11999005,2,4,21.2,False
11999005,2,5,-49.4,False
11999005,2,6,10.0,False
11999005,2,7,-65.0,False
11999005,2,8,-46.0,True
11999005,2,9,17.2,True
11999005,2,10,54.0,False
11999005,2,11,-10.0,False
11999005,2,12,37.6,False
11999005,2,13,65.0,False
11999005,3,1,-55.0,True
11999005,3,2,42.0,True
11999005,3,3,10.0,False
11999005,3,4,64.4,True
11999005,3,5,-63.6,True
11999005,3,6,-47.4,False
11999005,3,7,-41.6,True
11999005,3,8,42.8,True
11999005,3,9,36.4,False
11999005,3,10,71.8,True
11999007,1,1,-54.0,False
11999007,1,2,18.2,False
11999007,1,3,-10.0,False
11999007,1,4,10.0,False
11999007,1,5,73.0,True
11999007,1,6,19.4,False
11999007,1,7,-13.6,False
11999007,1,8,-23.0,True
11999007,1,9,-70.4,False
11999007,1,10,10.0,False
11999007,1,11,-43.2,False
11999007,1,12,10.0,False
11999007,1,13,-25.0,False
11999007,2,1,36.0,False
11999007,2,2,-10.0,False
11999007,2,3,10.0,False
11999007,2,4,-10.0,False
11999007,2,5,-30.4,True
11999007,2,6,-35.6,False
11999007,2,7,10.0,False
11999007,2,8,-10.0,False
11999007,2,9,28.4,False
11999007,2,10,-23.2,False
11999009,1,1,-35.0,True
