match_id,market_id,market_name,is_live,suspended,initial_fractional_value,fractional_value,choice_name,choice_source_id,winnig,change
12193336,1,full_time,False,False,1/2,1/2,2,166986063,True,0
12193348,1,full_time,False,False,5/6,5/6,1,167152155,True,0
12193348,1,full_time,False,False,5/6,5/6,2,167152172,False,0
12193464,1,full_time,False,False,7/4,7/4,1,167345235,False,0
12193464,1,full_time,False,False,2/5,2/5,2,167345250,True,0
12193464,11,first_set_winner,False,False,6/4,6/4,1,167354493,False,0
12193464,11,first_set_winner,False,False,1/2,1/2,2,167354494,True,0
12193464,12,total_games_won,False,False,10/11,1/1,Over,167935965,False,1
12193464,12,total_games_won,False,False,4/5,8/11,Under,167935846,True,-1
12193465,1,full_time,False,False,4/7,57/100,1,167345013,False,1
12193465,1,full_time,False,False,5/4,5/4,2,167345069,True,0
12193465,11,first_set_winner,False,False,8/15,8/13,1,167353048,False,1
12193465,11,first_set_winner,False,False,11/8,6/5,2,167353235,True,-1
