match_id,market_id,market_name,is_live,suspended,initial_fractional_value,fractional_value,choice_name,choice_source_id,winnig,change
11974053,1,full_time,False,False,1/4,1/5,1,1994690951,True,-1
11974053,1,full_time,False,False,11/4,10/3,2,1994691017,False,1
11974066,1,full_time,False,False,14/1,14/1,1,1990515041,False,0
11974066,1,full_time,False,False,1/33,3/100,2,1990515081,True,0
11998445,1,full_time,False,False,1/1,4/5,1,1985921173,False,-1
11998445,1,full_time,False,False,4/5,1/1,2,1985921202,True,1
11998445,11,first_set_winner,False,False,10/11,4/5,1,1985924574,False,-1
11998445,11,first_set_winner,False,False,10/11,1/1,2,1985924691,True,1
11998445,12,total_games_won,False,False,5/6,5/6,Over,1987198066,True,0
11998445,12,total_games_won,False,False,5/6,5/6,Under,1987198051,False,0
11998446,1,full_time,False,False,13/10,3/2,1,1991003528,False,1
11998446,1,full_time,False,False,31/50,53/100,2,1991003543,True,-1
11998446,11,first_set_winner,False,False,11/8,13/10,1,1991004343,False,-1
11998446,11,first_set_winner,False,False,4/7,8/13,2,1991004453,True,1
11998446,12,total_games_won,False,False,5/6,5/6,Over,1991942192,False,0
11998446,12,total_games_won,False,False,5/6,5/6,Under,1991942134,True,0
11998447,1,full_time,False,False,2/5,9/25,1,1983070594,True,-1
11998447,1,full_time,False,False,2/1,11/5,2,1983070610,False,1
11998447,11,first_set_winner,False,False,1/2,4/9,1,1983071465,True,-1
11998447,11,first_set_winner,False,False,13/8,7/4,2,1983071630,False,1
11998447,12,total_games_won,False,False,10/11,10/11,Over,1983093184,False,0
11998447,12,total_games_won,False,False,4/5,4/5,Under,1983093125,True,0
11998448,1,full_time,False,False,11/10,11/10,1,1984221533,True,0
11998448,1,full_time,False,False,8/11,73/100,2,1984221729,False,-1
11998448,11,first_set_winner,False,False,1/1,1/1,1,1984223740,True,0
11998448,11,first_set_winner,False,False,4/5,4/5,2,1984223747,False,0
11998448,12,total_games_won,False,False,10/11,4/5,Over,1985660030,False,-1
11998448,12,total_games_won,False,False,4/5,10/11,Under,1985659874,True,1
11998449,1,full_time,False,False,13/10,3/2,1,1984775600,False,1
11998449,1,full_time,False,False,31/50,53/100,2,1984775778,True,-1
11998449,11,first_set_winner,False,False,6/5,13/10,1,1984812605,False,1
11998449,11,first_set_winner,False,False,4/6,8/13,2,1984812618,True,-1
11998449,12,total_games_won,False,False,4/5,5/6,Over,1986512065,False,1
11998449,12,total_games_won,False,False,10/11,5/6,Under,1986511993,True,-1
11998450,1,full_time,False,False,11/10,11/10,1,1985254794,False,0
11998450,1,full_time,False,False,8/11,73/100,2,1985254807,True,-1
11998450,11,first_set_winner,False,False,1/1,1/1,1,1985255340,True,0
11998450,11,first_set_winner,False,False,4/5,4/5,2,1985255418,False,0
11998450,12,total_games_won,False,False,5/6,5/6,Over,1986523337,True,0
11998450,12,total_games_won,False,False,5/6,5/6,Under,1986523189,False,0
11998451,1,full_time,False,False,10/11,4/5,1,1990083850,True,-1
11998451,1,full_time,False,False,10/11,1/1,2,1990083851,False,1
11998451,11,first_set_winner,False,False,10/11,4/5,1,1990085392,True,-1
11998451,11,first_set_winner,False,False,10/11,1/1,2,1990085573,False,1
11998451,12,total_games_won,False,False,10/11,10/11,Over,1991417228,True,0
11998451,12,total_games_won,False,False,4/5,4/5,Under,1991417113,False,0
11998456,1,full_time,False,False,163/100,163/100,1,1995061020,False,0
11998456,1,full_time,False,False,1/2,1/2,2,1995061221,True,0
11998456,11,first_set_winner,False,False,11/8,11/8,1,1995064165,True,0
11998456,11,first_set_winner,False,False,4/7,4/7,2,1995064260,False,0
11998456,12,total_games_won,False,False,5/6,5/6,Over,1997585997,True,0
11998456,12,total_games_won,False,False,5/6,5/6,Under,1997585982,False,0
11998459,1,full_time,False,False,7/50,13/100,1,1986592013,True,-1
11998459,1,full_time,False,False,9/2,5/1,2,1986592181,False,1
11998459,11,first_set_winner,False,False,1/5,2/9,1,1986595818,True,1
11998459,11,first_set_winner,False,False,7/2,10/3,2,1986596005,False,-1
11998459,12,total_games_won,False,False,5/6,10/11,Over,1987213770,False,1
11998459,12,total_games_won,False,False,5/6,4/5,Under,1987213769,True,-1
11998666,1,full_time,False,False,67/100,67/100,1,1993838516,False,0
11998666,1,full_time,False,False,11/10,11/10,2,1993838624,True,0
11998666,11,first_set_winner,False,False,8/11,8/11,1,1993840894,False,0
11998666,11,first_set_winner,False,False,1/1,1/1,2,1993840920,True,0
11998666,12,total_games_won,False,False,5/6,5/6,Over,1993990153,True,0
11998666,12,total_games_won,False,False,5/6,5/6,Under,1993990050,False,0
11998667,1,full_time,False,False,5/4,91/100,1,1988719454,True,-1
11998667,1,full_time,False,False,57/100,4/5,2,1988719638,False,1
11998667,11,first_set_winner,False,False,6/5,5/6,1,1988722005,False,-1
11998667,11,first_set_winner,False,False,8/13,5/6,2,1988722024,True,1
11998667,12,total_games_won,False,False,4/5,4/5,Over,1988815036,True,0
11998667,12,total_games_won,False,False,10/11,10/11,Under,1988814907,False,0
11998670,1,full_time,False,False,7/4,7/4,1,1988718781,False,0
11998670,1,full_time,False,False,2/5,2/5,2,1988718873,True,0
11998670,11,first_set_winner,False,False,13/8,13/8,1,1988721548,True,0
11998670,11,first_set_winner,False,False,4/9,4/9,2,1988721587,False,0
11998670,12,total_games_won,False,False,10/11,10/11,Over,1988817277,True,0
11998670,12,total_games_won,False,False,4/5,4/5,Under,1988817244,False,0
11998671,1,full_time,False,False,1/1,1/1,1,1993837967,True,0
11998671,1,full_time,False,False,8/11,73/100,2,1993838161,False,-1
11998671,11,first_set_winner,False,False,10/11,1/1,1,1993840083,True,1
11998671,11,first_set_winner,False,False,4/5,8/11,2,1993840145,False,-1
11998671,12,total_games_won,False,False,10/11,5/6,Over,1993979786,False,-1
11998671,12,total_games_won,False,False,4/5,5/6,Under,1993979745,True,1
11998672,1,full_time,False,False,3/2,3/2,1,1983867457,True,0
11998672,1,full_time,False,False,1/2,1/2,2,1983867602,False,0
11998672,11,first_set_winner,False,False,5/4,5/4,1,1983873975,False,0
11998672,11,first_set_winner,False,False,4/7,4/7,2,1983873978,True,0
11998672,12,total_games_won,False,False,5/6,5/6,Over,1984007232,True,0
11998672,12,total_games_won,False,False,5/6,5/6,Under,1984007191,False,0
11998674,1,full_time,False,False,1/3,33/100,1,1983866980,True,1
11998674,1,full_time,False,False,9/4,9/4,2,1983867172,False,0
11998674,11,first_set_winner,False,False,2/5,2/5,1,1983873411,True,0
11998674,11,first_set_winner,False,False,7/4,7/4,2,1983873458,False,0
11998674,12,total_games_won,False,False,4/5,4/5,Over,1983993114,True,0
11998674,12,total_games_won,False,False,10/11,10/11,Under,1983993018,False,0
11998675,1,full_time,False,False,3/10,1/4,1,1982299455,False,-1
11998675,1,full_time,False,False,12/5,11/4,2,1982299520,True,1
11998675,11,first_set_winner,False,False,4/11,1/3,1,1982672575,True,-1
11998675,11,first_set_winner,False,False,2/1,9/4,2,1982672741,False,1
11998675,12,total_games_won,False,False,4/5,5/6,Over,1982760793,True,1
11998675,12,total_games_won,False,False,10/11,5/6,Under,1982760782,False,-1
11998676,1,full_time,False,False,6/4,3/2,1,2011882790,False,0
11998676,1,full_time,False,False,1/2,1/2,2,2011882944,True,0
11998676,11,first_set_winner,False,False,1/1,6/5,1,1983871456,False,1
11998676,11,first_set_winner,False,False,8/11,8/13,2,1983871551,True,-1
11998676,12,total_games_won,False,False,5/6,10/11,Over,1983979037,False,1
11998676,12,total_games_won,False,False,5/6,4/5,Under,1983978987,True,-1
11998772,1,full_time,False,False,3/1,3/1,1,1987689803,True,0
11998772,1,full_time,False,False,2/9,11/50,2,1987689838,False,1
11998772,11,first_set_winner,False,False,9/4,9/4,1,1987996594,True,0
11998772,11,first_set_winner,False,False,1/3,1/3,2,1987996736,False,0
11998772,12,total_games_won,False,False,5/6,5/6,Over,1988037434,True,0
11998772,12,total_games_won,False,False,5/6,5/6,Under,1988037429,False,0
11998774,1,full_time,False,False,1/8,13/100,1,1985072044,True,-1
11998774,1,full_time,False,False,5/1,5/1,2,1985072103,False,0
11998774,11,first_set_winner,False,False,1/5,1/5,1,1985074200,True,0
11998774,11,first_set_winner,False,False,10/3,10/3,2,1985074401,False,0
11998774,12,total_games_won,False,False,5/6,5/6,Over,1985665466,False,0
11998774,12,total_games_won,False,False,5/6,5/6,Under,1985665454,True,0
11998780,1,full_time,False,False,4/7,57/100,1,1987690004,True,1
11998780,1,full_time,False,False,5/4,5/4,2,1987690048,False,0
11998780,11,first_set_winner,False,False,8/13,8/13,1,1988002733,True,0
11998780,11,first_set_winner,False,False,6/5,6/5,2,1988002895,False,0
11998780,12,total_games_won,False,False,5/6,10/11,Over,1988059002,True,1
11998780,12,total_games_won,False,False,5/6,4/5,Under,1988058932,False,-1
11998782,1,full_time,False,False,4/9,53/100,1,1985393068,True,1
11998782,1,full_time,False,False,13/8,69/50,2,1985393229,False,-1
11998782,11,first_set_winner,False,False,1/2,8/13,1,1985396741,True,1
11998782,11,first_set_winner,False,False,6/4,6/5,2,1985396987,False,-1
11998782,12,total_games_won,False,False,5/6,4/5,Over,1985675309,False,-1
11998782,12,total_games_won,False,False,5/6,10/11,Under,1985675280,True,1
11998783,1,full_time,False,False,7/4,2/1,1,1987689994,False,1
11998783,1,full_time,False,False,2/5,9/25,2,1987689995,True,-1
11998783,11,first_set_winner,False,False,13/8,13/8,1,1987992946,False,0
11998783,11,first_set_winner,False,False,4/9,4/9,2,1987992958,True,0
11998783,12,total_games_won,False,False,10/11,4/5,Over,1988053663,False,-1
11998783,12,total_games_won,False,False,4/5,10/11,Under,1988053576,True,1
11998784,1,full_time,False,False,57/100,57/100,1,1987690059,True,0
11998784,1,full_time,False,False,5/4,5/4,2,1987690072,False,0
11998784,11,first_set_winner,False,False,8/13,4/6,1,1988006139,True,1
11998784,11,first_set_winner,False,False,6/5,11/10,2,1988006297,False,-1
11998784,12,total_games_won,False,False,4/5,5/6,Over,1988063945,False,1
11998784,12,total_games_won,False,False,10/11,5/6,Under,1988063894,True,-1
11998785,1,full_time,False,False,9/4,12/5,1,1987689984,False,1
11998785,1,full_time,False,False,1/3,3/10,2,1987689985,True,-1
11998785,11,first_set_winner,False,False,7/4,7/4,1,1987988702,False,0
11998785,11,first_set_winner,False,False,2/5,2/5,2,1987988747,True,0
11998785,12,total_games_won,False,False,1/1,10/11,Over,1988046964,True,-1
11998785,12,total_games_won,False,False,8/11,4/5,Under,1988046952,False,1
11998786,1,full_time,False,False,1/5,11/50,1,1987689939,True,1
11998786,1,full_time,False,False,10/3,3/1,2,1987689940,False,-1
11998786,11,first_set_winner,False,False,2/7,1/3,1,1987999883,True,1
11998786,11,first_set_winner,False,False,5/2,9/4,2,1987999993,False,-1
11998786,12,total_games_won,False,False,10/11,10/11,Over,1988041845,False,0
11998786,12,total_games_won,False,False,4/5,4/5,Under,1988041806,True,0
11999004,1,full_time,False,False,3/2,9/4,1,1985834556,False,1
11999004,1,full_time,False,False,1/2,33/100,2,1985834705,True,-1
11999004,11,first_set_winner,False,False,5/4,7/4,1,1985838055,False,1
11999004,11,first_set_winner,False,False,4/7,2/5,2,1985838139,True,-1
11999004,12,total_games_won,False,False,5/6,1/1,Over,1986759390,True,1
11999004,12,total_games_won,False,False,5/6,8/11,Under,1986759380,False,-1
11999005,1,full_time,False,False,163/100,163/100,1,1991740855,True,0
11999005,1,full_time,False,False,11/25,11/25,2,1991740977,False,0
11999005,11,first_set_winner,False,False,11/8,11/8,1,1991741944,False,0
11999005,11,first_set_winner,False,False,8/15,8/15,2,1991741952,True,0
11999005,12,total_games_won,False,False,5/6,5/6,Over,1991900847,True,0
11999005,12,total_games_won,False,False,5/6,5/6,Under,1991900804,False,0
11999007,1,full_time,False,False,83/100,2/1,1,1989950916,False,1
11999007,1,full_time,False,False,83/100,9/25,2,1989950925,True,-1
11999007,11,first_set_winner,False,False,10/11,13/8,1,1989952078,False,1
11999007,11,first_set_winner,False,False,4/5,4/9,2,1989952137,True,-1
11999007,12,total_games_won,False,False,4/5,1/1,Over,1990108724,True,1
11999007,12,total_games_won,False,False,10/11,8/11,Under,1990108717,False,-1
11999009,1,full_time,False,False,6/5,69/50,1,1989392407,True,1
11999009,1,full_time,False,False,31/50,53/100,2,1989392418,False,-1
11999009,11,first_set_winner,False,False,11/10,6/5,1,1989393399,True,1
11999009,11,first_set_winner,False,False,4/6,8/13,2,1989393577,False,-1
11999009,12,total_games_won,False,False,5/6,5/6,Over,1989611778,False,0
11999009,12,total_games_won,False,False,5/6,5/6,Under,1989611627,True,0
11999010,1,full_time,False,False,31/50,31/50,1,1985834144,True,0
11999010,1,full_time,False,False,6/5,6/5,2,1985834241,False,0
11999010,11,first_set_winner,False,False,4/6,4/6,1,1985836890,True,0
11999010,11,first_set_winner,False,False,11/10,11/10,2,1985836983,False,0
11999010,12,total_games_won,False,False,8/11,8/11,Over,1986766524,False,0
11999010,12,total_games_won,False,False,1/1,1/1,Under,1986766430,True,0
11999011,1,full_time,False,False,11/10,83/100,1,1990235751,True,-1
11999011,1,full_time,False,False,67/100,83/100,2,1990235899,False,1
11999011,11,first_set_winner,False,False,1/1,5/6,1,1990236725,True,-1
11999011,11,first_set_winner,False,False,8/11,5/6,2,1990236726,False,1
11999012,1,full_time,False,False,83/100,69/50,1,1980163504,False,1
11999012,1,full_time,False,False,83/100,53/100,2,1980163508,True,-1
11999012,11,first_set_winner,False,False,10/11,6/5,1,1980173900,False,1
11999012,11,first_set_winner,False,False,4/5,8/13,2,1980173911,True,-1
11999012,12,total_games_won,False,False,4/5,10/11,Over,1980784120,True,1
11999012,12,total_games_won,False,False,10/11,4/5,Under,1980784098,False,-1
11999013,1,full_time,False,False,8/13,31/50,1,1984931959,False,-1
11999013,1,full_time,False,False,6/5,6/5,2,1984932192,True,0
11999013,11,first_set_winner,False,False,4/6,4/6,1,1984934262,False,0
11999013,11,first_set_winner,False,False,11/10,11/10,2,1984934314,True,0
11999013,12,total_games_won,False,False,8/11,5/6,Over,1985098317,False,1
11999013,12,total_games_won,False,False,1/1,5/6,Under,1985098264,True,-1
11999014,1,full_time,False,False,5/4,69/50,1,1995220426,True,1
11999014,1,full_time,False,False,4/7,53/100,2,1995220538,False,-1
11999014,11,first_set_winner,False,False,11/10,5/4,1,1995222509,False,1
11999014,11,first_set_winner,False,False,4/6,4/7,2,1995222902,True,-1
11999014,12,total_games_won,False,False,10/11,10/11,Over,1995497302,True,0
11999014,12,total_games_won,False,False,4/5,4/5,Under,1995497263,False,0
11999209,1,full_time,False,False,3/1,3/1,1,1985746948,False,0
11999209,1,full_time,False,False,11/50,11/50,2,1985747044,True,0
11999209,11,first_set_winner,False,False,12/5,12/5,1,1985747904,False,0
11999209,11,first_set_winner,False,False,3/10,3/10,2,1985747916,True,0
11999209,12,total_games_won,False,False,10/11,10/11,Over,1986766343,False,0
11999209,12,total_games_won,False,False,4/5,4/5,Under,1986766182,True,0
11999210,1,full_time,False,False,13/8,7/4,1,1987665773,False,1
11999210,1,full_time,False,False,4/9,2/5,2,1987665842,True,-1
11999210,11,first_set_winner,False,False,11/8,13/8,1,1988226527,False,1
11999210,11,first_set_winner,False,False,8/15,4/9,2,1988226623,True,-1
11999210,12,total_games_won,False,False,4/5,5/6,Over,1988226463,False,1
11999210,12,total_games_won,False,False,10/11,5/6,Under,1988226409,True,-1
11999211,1,full_time,False,False,2/1,2/1,1,1987664401,False,0
11999211,1,full_time,False,False,9/25,9/25,2,1987664529,True,0
11999211,11,first_set_winner,False,False,13/8,6/4,1,1990146141,True,-1
11999211,11,first_set_winner,False,False,4/9,1/2,2,1990146185,False,1
11999211,12,total_games_won,False,False,5/6,5/6,Over,1990146072,True,0
11999211,12,total_games_won,False,False,5/6,5/6,Under,1990146055,False,0
11999212,1,full_time,False,False,5/6,83/100,1,1987665297,True,1
11999212,1,full_time,False,False,5/6,83/100,2,1987665406,False,1
11999212,11,first_set_winner,False,False,5/6,5/6,1,1988256608,True,0
11999212,11,first_set_winner,False,False,5/6,5/6,2,1988256612,False,0
11999212,12,total_games_won,False,False,10/11,10/11,Over,1988256604,False,0
11999212,12,total_games_won,False,False,4/5,4/5,Under,1988256591,True,0
11999213,1,full_time,False,False,4/9,2/5,1,1987664041,True,-1
11999213,1,full_time,False,False,13/8,7/4,2,1987664080,False,1
11999213,11,first_set_winner,False,False,8/15,1/2,1,1988248329,True,-1
11999213,11,first_set_winner,False,False,11/8,6/4,2,1988248335,False,1
11999213,12,total_games_won,False,False,4/5,5/6,Over,1988248327,False,1
11999213,12,total_games_won,False,False,10/11,5/6,Under,1988248300,True,-1
11999215,1,full_time,False,False,8/15,1/2,1,1985510048,False,-1
11999215,1,full_time,False,False,11/8,3/2,2,1985510150,True,1
11999215,11,first_set_winner,False,False,4/7,4/7,1,1985513355,False,0
11999215,11,first_set_winner,False,False,5/4,5/4,2,1985513452,True,0
11999215,12,total_games_won,False,False,10/11,4/5,Over,1985672922,True,-1
11999215,12,total_games_won,False,False,4/5,10/11,Under,1985672914,False,1
11999219,1,full_time,False,False,6/5,5/4,1,1987664850,False,1
11999219,1,full_time,False,False,8/13,57/100,2,1987664930,True,-1
11999219,11,first_set_winner,False,False,11/10,6/5,1,1988236696,False,1
11999219,11,first_set_winner,False,False,4/6,8/13,2,1988236734,True,-1
11999219,12,total_games_won,False,False,10/11,4/5,Over,1988236670,False,-1
11999219,12,total_games_won,False,False,4/5,10/11,Under,1988236642,True,1
11999220,1,full_time,False,False,1/1,1/1,1,1985078384,False,0
11999220,1,full_time,False,False,73/100,73/100,2,1985078467,True,0
11999220,11,first_set_winner,False,False,10/11,10/11,1,1985080132,False,0
11999220,11,first_set_winner,False,False,4/5,4/5,2,1985080146,True,0
12002040,1,full_time,False,False,11/8,1/1,1,1983850825,False,-1
12002040,1,full_time,False,False,4/7,4/5,2,1983850832,True,1
12002040,11,first_set_winner,False,False,13/10,1/1,1,1983852417,False,-1
12002040,11,first_set_winner,False,False,8/13,4/5,2,1983852418,True,1
12002040,12,total_games_won,False,False,5/6,4/5,Over,1984202482,False,-1
12002040,12,total_games_won,False,False,5/6,10/11,Under,1984202323,True,1
12002041,1,full_time,False,False,11/8,163/100,1,1983650204,True,1
12002041,1,full_time,False,False,4/7,1/2,2,1983650372,False,-1
12002041,11,first_set_winner,False,False,13/10,11/8,1,1983652722,False,1
12002041,11,first_set_winner,False,False,8/13,4/7,2,1983652885,True,-1
12002041,12,total_games_won,False,False,5/6,5/6,Over,1983806345,True,0
12002041,12,total_games_won,False,False,5/6,5/6,Under,1983806235,False,0
12002042,1,full_time,False,False,10/11,67/100,1,1983183360,True,-1
12002042,1,full_time,False,False,10/11,6/5,2,1983183404,False,1
12002042,11,first_set_winner,False,False,10/11,8/11,1,1983184698,False,-1
12002042,11,first_set_winner,False,False,10/11,11/10,2,1983184705,True,1
12002042,12,total_games_won,False,False,8/11,4/5,Over,1983257641,True,1
12002042,12,total_games_won,False,False,1/1,10/11,Under,1983257489,False,-1
12002043,1,full_time,False,False,11/8,163/100,1,1984634723,False,1
12002043,1,full_time,False,False,4/7,1/2,2,1984634733,True,-1
12002043,11,first_set_winner,False,False,11/8,11/8,1,1984636731,False,0
12002043,11,first_set_winner,False,False,4/7,4/7,2,1984636761,True,0
12002043,12,total_games_won,False,False,5/6,5/6,Over,1984677889,False,0
12002043,12,total_games_won,False,False,5/6,5/6,Under,1984677882,True,0
12002044,1,full_time,False,False,1/1,67/100,1,1984634457,False,-1
12002044,1,full_time,False,False,4/5,6/5,2,1984634557,True,1
12002044,11,first_set_winner,False,False,10/11,8/11,1,1984635132,False,-1
12002044,11,first_set_winner,False,False,10/11,11/10,2,1984635228,True,1
12002044,12,total_games_won,False,False,4/5,5/6,Over,1984666317,True,1
12002044,12,total_games_won,False,False,10/11,5/6,Under,1984666288,False,-1
12002048,1,full_time,False,False,12/5,11/5,1,1985270095,False,-1
12002048,1,full_time,False,False,33/100,9/25,2,1985270196,True,1
12002048,11,first_set_winner,False,False,13/8,7/4,1,1985498255,False,1
12002048,11,first_set_winner,False,False,1/2,4/9,2,1985498332,True,-1
12002048,12,total_games_won,False,False,5/6,5/6,Over,1985498123,False,0
12002048,12,total_games_won,False,False,5/6,5/6,Under,1985498106,True,0
12002049,1,full_time,False,False,1/2,57/100,1,1989656848,True,1
12002049,1,full_time,False,False,13/8,69/50,2,1989656943,False,-1
12002049,11,first_set_winner,False,False,8/13,8/13,1,1989658215,False,0
12002049,11,first_set_winner,False,False,13/10,13/10,2,1989658328,True,0
12002049,12,total_games_won,False,False,5/6,5/6,Over,1989751353,True,0
12002049,12,total_games_won,False,False,5/6,5/6,Under,1989751341,False,0
12002050,1,full_time,False,False,4/5,73/100,1,1990201037,False,-1
12002050,1,full_time,False,False,1/1,11/10,2,1990201072,True,1
12002050,11,first_set_winner,False,False,4/5,4/5,1,1990201852,False,0
12002050,11,first_set_winner,False,False,1/1,1/1,2,1990201869,True,0
12002050,12,total_games_won,False,False,10/11,4/5,Over,1990582838,False,-1
12002050,12,total_games_won,False,False,4/5,10/11,Under,1990582809,True,1
12002051,1,full_time,False,False,8/11,91/100,1,1990940449,False,1
12002051,1,full_time,False,False,11/10,91/100,2,1990940506,True,-1
12002051,11,first_set_winner,False,False,8/11,10/11,1,1990941820,False,1
12002051,11,first_set_winner,False,False,11/10,10/11,2,1990941993,True,-1
12002051,12,total_games_won,False,False,4/5,4/5,Over,1991112028,True,0
12002051,12,total_games_won,False,False,10/11,10/11,Under,1991111913,False,0
12002052,1,full_time,False,False,4/9,31/50,1,1980289952,True,1
12002052,1,full_time,False,False,7/4,13/10,2,1980289976,False,-1
12002052,11,first_set_winner,False,False,1/2,4/6,1,1980290969,True,1
12002052,11,first_set_winner,False,False,13/8,6/5,2,1980291142,False,-1
12002052,12,total_games_won,False,False,5/6,5/6,Over,1981190771,True,0
12002052,12,total_games_won,False,False,5/6,5/6,Under,1981190768,False,0
12002053,1,full_time,False,False,3/10,9/25,1,1985796116,True,1
12002053,1,full_time,False,False,5/2,11/5,2,1985796518,False,-1
12002053,11,first_set_winner,False,False,2/5,4/9,1,1985798761,True,1
12002053,11,first_set_winner,False,False,2/1,7/4,2,1985798777,False,-1
12002053,12,total_games_won,False,False,5/6,4/5,Over,1986811091,False,-1
12002053,12,total_games_won,False,False,5/6,10/11,Under,1986810978,True,1
12002055,1,full_time,False,False,1/2,73/100,1,1984808512,True,1
12002055,1,full_time,False,False,13/8,11/10,2,1984808574,False,-1
12002055,11,first_set_winner,False,False,8/13,4/5,1,1984814510,False,1
12002055,11,first_set_winner,False,False,13/10,1/1,2,1984814517,True,-1
12002055,12,total_games_won,False,False,4/5,10/11,Over,1985151022,True,1
12002055,12,total_games_won,False,False,10/11,4/5,Under,1985150888,False,-1
12002057,1,full_time,False,False,67/100,57/100,1,1989302806,True,-1
12002057,1,full_time,False,False,6/5,69/50,2,1989302827,False,1
12002057,11,first_set_winner,False,False,4/6,4/6,1,1989305094,True,0
12002057,11,first_set_winner,False,False,6/5,6/5,2,1989305200,False,0
12002057,12,total_games_won,False,False,5/6,5/6,Over,1989425083,False,0
12002057,12,total_games_won,False,False,5/6,5/6,Under,1989425004,True,0
12002058,1,full_time,False,False,73/100,67/100,1,1990368434,True,-1
12002058,1,full_time,False,False,11/10,6/5,2,1990368443,False,1
12002058,11,first_set_winner,False,False,8/11,8/11,1,1990369879,True,0
12002058,11,first_set_winner,False,False,11/10,11/10,2,1990370042,False,0
12002058,12,total_games_won,False,False,5/6,5/6,Over,1990408712,True,0
12002058,12,total_games_won,False,False,5/6,5/6,Under,1990408493,False,0
12002060,1,full_time,False,False,4/6,31/50,1,1994652386,True,-1
12002060,1,full_time,False,False,6/5,13/10,2,1994652459,False,1
12002060,11,first_set_winner,False,False,8/11,8/11,1,1994654191,False,0
12002060,11,first_set_winner,False,False,11/10,11/10,2,1994654237,True,0
12002060,12,total_games_won,False,False,4/5,5/6,Over,1994746942,True,1
12002060,12,total_games_won,False,False,10/11,5/6,Under,1994746909,False,-1
12002064,1,full_time,False,False,5/2,11/4,1,1995848123,False,1
12002064,1,full_time,False,False,3/10,29/100,2,1995848247,True,-1
12002064,11,first_set_winner,False,False,2/1,11/5,1,1995852260,False,1
12002064,11,first_set_winner,False,False,2/5,4/11,2,1995852428,True,-1
12002064,12,total_games_won,False,False,5/6,10/11,Over,1995898403,False,1
12002064,12,total_games_won,False,False,5/6,4/5,Under,1995898269,True,-1
12002065,1,full_time,False,False,4/5,1/1,1,1996203512,False,1
12002065,1,full_time,False,False,1/1,4/5,2,1996203564,True,-1
12002065,11,first_set_winner,False,False,10/11,1/1,1,1996205361,False,1
12002065,11,first_set_winner,False,False,10/11,4/5,2,1996205502,True,-1
12002065,12,total_games_won,False,False,4/5,4/5,Over,1996590680,False,0
12002065,12,total_games_won,False,False,10/11,10/11,Under,1996590651,True,0
12002068,1,full_time,False,False,6/5,3/2,1,1997586002,False,1
12002068,1,full_time,False,False,4/6,53/100,2,1997586010,True,-1
12002068,11,first_set_winner,False,False,11/10,13/10,1,1997586917,False,1
12002068,11,first_set_winner,False,False,8/11,8/13,2,1997586972,True,-1
12002068,12,total_games_won,False,False,4/5,5/6,Over,1997685806,False,1
12002068,12,total_games_won,False,False,10/11,5/6,Under,1997685793,True,-1
12010829,1,full_time,False,False,11/5,12/5,1,1970393965,True,1
12010829,1,full_time,False,False,4/11,33/100,2,1970393995,False,-1
12010829,11,first_set_winner,False,False,7/4,7/4,1,1970400893,False,0
12010829,11,first_set_winner,False,False,4/9,4/9,2,1970401093,True,0
12010829,12,total_games_won,False,False,10/11,5/6,Over,1973627151,True,-1
12010829,12,total_games_won,False,False,4/5,5/6,Under,1973627016,False,1
12010830,1,full_time,False,False,11/4,3/1,1,1970393828,False,1
12010830,1,full_time,False,False,2/7,1/4,2,1970393843,True,-1
12010830,11,first_set_winner,False,False,2/1,12/5,1,1970402453,True,1
12010830,11,first_set_winner,False,False,2/5,1/3,2,1970402515,False,-1
12010830,12,total_games_won,False,False,5/6,4/5,Over,1973624751,True,-1
12010830,12,total_games_won,False,False,5/6,10/11,Under,1973624570,False,1
12011297,1,full_time,False,False,8/15,53/100,1,1970744905,,1
12011297,1,full_time,False,False,11/8,69/50,2,1970744920,,-1
12011297,11,first_set_winner,False,False,4/7,4/7,1,1971636642,,0
12011297,11,first_set_winner,False,False,5/4,5/4,2,1971636695,,0
12011301,1,full_time,False,False,9/4,10/3,1,1970745562,True,1
12011301,1,full_time,False,False,1/3,1/5,2,1970745594,False,-1
12011301,11,first_set_winner,False,False,13/8,9/4,1,1971674939,False,1
12011301,11,first_set_winner,False,False,4/9,1/3,2,1971674995,True,-1
12011301,12,total_games_won,False,False,5/6,5/6,Over,1971674878,True,0
12011301,12,total_games_won,False,False,5/6,5/6,Under,1971674712,False,0
12011306,1,full_time,False,False,4/5,4/5,1,1970745950,,0
12011306,1,full_time,False,False,10/11,91/100,2,1970746107,,-1
12011306,11,first_set_winner,False,False,4/5,4/5,1,1971682556,,0
12011306,11,first_set_winner,False,False,10/11,10/11,2,1971682629,,0
12011306,12,total_games_won,False,False,4/5,4/5,Over,1971682549,,0
12011306,12,total_games_won,False,False,10/11,10/11,Under,1971682492,,0
12014547,1,full_time,False,False,1/2,11/10,1,1974441102,False,1
12014547,1,full_time,False,False,163/100,73/100,2,1974441217,True,-1
12014547,11,first_set_winner,False,False,8/13,1/1,1,1974450349,True,1
12014547,11,first_set_winner,False,False,13/10,4/5,2,1974450463,False,-1
12014547,12,total_games_won,False,False,4/5,10/11,Over,1974715199,True,1
12014547,12,total_games_won,False,False,10/11,4/5,Under,1974715141,False,-1
12016976,1,full_time,False,False,1/2,73/100,1,1980299327,True,1
