match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
12078148,,,,,,
12078164,,,,,,
12078160,,,,,,
12078161,,,,,,
12078135,,,,,,
12078158,,,,,,
12078151,,,,,,
12078165,,,,,,
12078141,,,,,,
12078147,,,,,,
12078146,,,,,,
12078163,,,,,,
12078156,,,,,,
12078138,,,,,,
12078159,,,,,,
12078140,,,,,,
12078145,,,,,,
12078155,,,,,,
12078142,,,,,,
12078137,,,,,,
12078157,,,,,,
12078136,,,,,,
12078152,,,,,,
12078154,,,,,,
12080801,,,,,,
12080813,,,,,,
12080803,,,,,,
12080805,,,,,,
12080810,,,,,,
12080807,,,,,,
12080812,,,,,,
12080811,,,,,,
12080808,,,,,,
12080815,,,,,,
12080816,,,,,,
12080804,,,,,,
12080814,,,,,,
12080806,,,,,,
12080802,,,,,,
12080809,,,,,,
12083516,,,,,,
12083519,,,,,,
12083515,,,,,,
12083514,,,,,,
12083522,,,,,,
12083526,,,,,,
12083523,,,,,,
12083513,,,,,,
12077696,,,,,,
12077691,,,,,,
12077714,,,,,,
12077695,,,,,,
12077706,,,,,,
12079519,,,,,,
12077709,,,,,,
12077708,,,,,,
12077687,,,,,,
12077693,,,,,,
12077690,,,,,,
12077697,,,,,,
12077701,,,,,,
12077711,,,,,,
12077686,,,,,,
12077694,,,,,,
12077707,,,,,,
12077700,,,,,,
12077705,,,,,,
12077716,,,,,,
12077712,,,,,,
12077692,,,,,,
12077710,,,,,,
12077698,,,,,,
12077715,,,,,,
12077702,,,,,,
12077703,,,,,,
12079931,,,,,,
12079932,,,,,,
12079929,,,,,,
12079933,,,,,,
12080135,,,,,,
12079926,,,,,,
12079930,,,,,,
12079927,,,,,,
12080405,,,,,,
12080404,,,,,,
12080403,,,,,,
12079928,,,,,,
12080407,,,,,,
12080406,,,,,,
12080402,,,,,,
12080134,,,,,,
12083228,,,,,,
12083239,,,,,,
12083226,,,,,,
12083240,,,,,,
12083296,,,,,,
12083295,,,,,,
12083297,,,,,,
12083227,,,,,,
12079606,2123,1921,,,,1708328498
12079602,1794,1519,,,,1708328172
12079578,2788,1570,,,,1708329164
12079591,1778,3596,,,,1708328403
12079598,2136,1569,,,,1708333025
12079575,1501,1630,,,,1708332688
12079585,6942,5543,,,,1708339377
12079600,1719,1918,,,,1708334489
12079589,5157,2806,1385,,,1708340942
12079596,2585,1372,,,,1708340185
12079593,2627,3174,895,,,1708347444
12079601,1569,2873,,,,1708344377
12079595,3218,1868,,,,1708345868
12079587,2631,4692,1206,,,1708350986
12079604,1651,2563,,,,1708350360
12079579,4043,2983,,,,1708356066
12083040,1707,2969,,,,1708414536
12083024,2270,3466,,,,1708415213
12083054,1381,2145,,,,1708414460
12083026,2547,2360,,,,1708415532
12083027,2589,2831,,,,1708415313
12083047,3532,3981,,,,1708420313
12083290,2887,3877,,,,1708420434
12083028,3093,2701,,,,1708422276
12080185,,,,,,
12080198,,,,,,
12080179,,,,,,
12080189,,,,,,
12080180,,,,,,
12080176,,,,,,
12080192,,,,,,
12080186,,,,,,
12080178,,,,,,
12080199,,,,,,
12080194,,,,,,
12080181,,,,,,
12080190,,,,,,
12080188,,,,,,
12080183,,,,,,
12080175,,,,,,
12083195,2041,1406,,,,1708418455
12083197,3492,4040,,,,1708423399
12083199,2765,3841,,,,1708419408
12083219,2934,2244,,,,1708420216
12083196,2162,2457,,,,1708418629
12083205,1846,1811,,,,1708418345
12083207,2905,4448,,,,1708419548
12083204,1634,1514,,,,1708418057
12077594,,,,,,
12077605,,,,,,
12079897,,,,,,
12079907,,,,,,
12079896,,,,,,
12079903,,,,,,
12079900,,,,,,
12079904,,,,,,
12079899,,,,,,
12079901,,,,,,
12079980,,,,,,
12079898,,,,,,
12079906,,,,,,
12079894,,,,,,
12079895,,,,,,
12079905,,,,,,
12079902,,,,,,
12079908,,,,,,
12083330,,,,,,
12083553,,,,,,
12083554,,,,,,
12083552,,,,,,
12083335,,,,,,
12083332,,,,,,
12083551,,,,,,
12083331,,,,,,
12078691,1354,6970,,,,1708273884
12078693,,,,,,
12078689,1206,1403,,,,1708273939
12078692,,,,,,
12078687,,,,,,
12078688,,,,,,
12078690,,,,,,
12081461,2421,1999,1762,,,1708363476
12081458,2473,2804,2926,,,1708364575
12081462,2970,3030,,,,1708362283
12081463,2581,3720,3483,,,1708372375
12081460,3072,2522,,,,1708369085
12081459,2201,1761,,,,1708370368
12077771,,,,,,
12077742,,,,,,
12077736,,,,,,
12077759,,,,,,
12077735,,,,,,
12077772,,,,,,
12077743,,,,,,
12077746,,,,,,
12077749,,,,,,
12077750,,,,,,
12077744,,,,,,
12077765,,,,,,
12077738,,,,,,
12077764,,,,,,
12077747,,,,,,
12077762,,,,,,
12080862,,,,,,
12080876,,,,,,
12080874,,,,,,
12080872,,,,,,
12080861,,,,,,
12080873,,,,,,
12080875,,,,,,
12080877,,,,,,
12080992,,,,,,
12080863,,,,,,
12080864,,,,,,
12080991,,,,,,
12080993,,,,,,
12080995,,,,,,
12080994,,,,,,
12080878,,,,,,
12083421,2552,2381,,,,1708420856
12083417,2341,2560,,,,1708421094
12083398,2169,2086,,,,1708420590
12083413,3413,3133,1114,,,1708425458
12083400,2918,1317,,,,1708421991
12083422,1813,3077,,,,1708425987
12083396,2104,2293,743,,,1708428815
12083397,3986,1920,,,,1708431439
12077665,1998,1952,1494,,,1708271149
12077664,3231,3285,1606,,,1708274397
12077663,868,1072,,,,1708274239
12080312,,,,,,1708341078
12080311,2203,2027,2158,,,1708345144
12080309,1060,1766,,,,1708349134
12080310,1319,1439,,,,1708350907
12079565,2832,2696,,,,1708332897
12079563,1494,1473,,,,1708331725
12079561,1432,2676,,,,1708331813
12079564,1748,1616,,,,1708332288
12079566,3714,3157,,,,1708341154
12079562,2456,1891,,,,1708339897
12079560,2223,2108,,,,1708339421
12079567,1958,2557,4088,,,1708341761
12077379,,,,,,
12077380,,,,,,
12077382,,,,,,
12077384,,,,,,
12079975,,,,,,
12077370,,,,,,
12080297,,,,,,
12080298,,,,,,
12080283,,,,,,
12080294,,,,,,
12080286,,,,,,
12080287,,,,,,
12080291,,,,,,
12080295,,,,,,
12080296,,,,,,
12080292,,,,,,
12080293,,,,,,
12080290,,,,,,
12080285,,,,,,
12080284,,,,,,
12080289,,,,,,
12080288,,,,,,
12083117,1866,2936,,,,1708416855
12083116,2370,1959,,,,1708417139
12083121,3295,3174,,,,1708418531
12083115,2550,3235,735,,,1708420565
12083111,2444,2926,777,,,1708425115
12083113,,,,,,1708414394
12083114,2436,2424,608,,,1708427370
12083112,1810,2004,,,,1708430546
12078767,,,,,,
12078769,,,,,,
12078757,,,,,,
12078759,,,,,,
12078765,,,,,,
12078763,,,,,,
12078768,,,,,,
12078761,,,,,,
12078756,,,,,,
12078771,,,,,,
12078760,,,,,,
12078770,,,,,,
12078762,,,,,,
12078758,,,,,,
12078766,,,,,,
12078764,,,,,,
12081948,2827,2141,,,,1708387060
12081953,3845,2173,,,,1708388103
12081958,3105,2715,884,,,1708390088
12081950,1772,2685,,,,1708386027
12081947,3874,2702,,,,1708388231
12081963,2369,1470,,,,1708386711
12081952,1777,2233,,,,1708385926
12081949,1963,1623,,,,1708386153
12081055,1591,2539,2411,,,1708375929
12077838,3588,2391,,,,1708375624
12077846,2717,2660,4151,,,1708377254
12077837,2181,2729,,,,1708383151
12077839,1927,2917,3107,,,1708392238
12077844,3776,1796,,,,1708390878
12077840,2240,1810,,,,1708389846
12077847,3521,3360,,,,1708471755
12077845,2887,5021,1671,,,1708475934
12081056,2263,1712,2995,,,1708471912
12081057,3216,2699,,,,1708471136
12077842,2572,4650,3256,,,1708482552
12077841,1594,2014,3242,,,1708479570
12077848,,,,,,1708476861
12081058,2393,3637,2270,,,1708485123
12049627,2309,3477,,,,1708366930
12076748,2051,1620,,,,1708352539
12076750,2538,2436,,,,1708358024
12079918,2676,3572,,,,1708359542
12076749,2326,2100,2837,,,1708366061
12076745,3248,2340,,,,1708432447
12076751,2816,2756,,,,1708431938
12079940,2807,3570,,,,1708431863
12076744,2377,3016,,,,1708438342
12079938,,,,,,
12086081,4008,2821,,,,1708442145
12079936,2530,4260,,,,1708445496
12076747,1617,4442,,,,1708452660
12067166,,,,,,
12067164,,,,,,
12067170,,,,,,
12067168,,,,,,
12067161,,,,,,
12078333,2298,3605,,,,1708386713
12078331,2923,3620,,,,1708386979
12078327,2557,3034,3315,,,1708397156
12081702,2025,2117,,,,1708399135
12078335,2842,4829,2920,,,1708409386
12078329,3392,2867,,,,1708473991
12078321,2769,3979,,,,1708473234
12078325,3112,1859,,,,1708473482
12081703,1612,1376,,,,1708477946
12081701,2774,2644,,,,1708480764
12078323,2315,3594,,,,1708480770
12078318,3590,4700,,,,1708488543
12077084,3625,2216,,,,1708351553
12076702,,,,,,1708354899
12076706,2025,3981,,,,1708357332
12076705,,,,,,
12079944,3763,3063,3090,,,1708369176
12067272,2760,3064,,,,1708415680
12067271,3016,1797,2360,,,1708417867
12067267,1872,2734,,,,1708414855
12067247,1568,3606,2220,,,1708418126
12067245,4126,2600,1798,,,1708425393
12067250,,,,,,1708420014
12080100,2095,2394,,,,1708423381
12067251,2394,2971,,,,1708423764
12067266,1908,2053,,,,1708429121
12067264,1676,2669,,,,1708428824
12067273,2363,2463,,,,1708430096
12067270,2375,2465,,,,1708430675
12067260,3171,2340,2496,,,1708439161
12067265,2791,4255,,,,1708444577
12067274,3253,1716,3350,,,1708447484
12067262,2019,4086,,,,1708451814
12067257,,,,,,
12067256,,,,,,
12067248,,,,,,
12067246,,,,,,
12067259,,,,,,
12067244,,,,,,
12078287,2810,2793,,,,1708360041
12078308,2508,3499,3288,,,1708370506
12078310,2646,3795,,,,1708377410
12083319,2266,2514,,,,1708426056
12078305,2157,2283,,,,1708431396
12083323,2689,3651,,,,1708432105
12083320,1262,1920,1773,,,1708437778
12083322,1924,203,,,,1708439202
12083324,3135,4772,2847,,,1708448417
12083321,2262,2232,,,,1708450893
12078283,2207,2973,,,,1708454447
12078289,2107,3969,,,,1708456353
12078299,1958,1596,,,,1708460546
12078294,,,,,,
12067359,,,,,,
12067344,,,,,,
12079370,1803,1914,,,,1708347936
12079369,3772,3802,2748,,,1708355737
12079376,1896,2080,3235,,,1708408143
12082595,2190,1759,,,,1708405797
12082592,3081,2367,2248,,,1708409611
12079374,2397,2535,,,,1708411026
12082590,3360,2089,,,,1708415616
12082588,3139,2645,,,,1708416101
12082596,1790,2967,,,,1708416546
12079367,1675,2916,2788,,,1708423670
12079372,4285,3192,,,,1708426398
12082586,3980,3476,6467,,,1708434975
12079368,3294,143,,,,1708437322
12067314,,,,,,1708497412
12067310,,,,,,
12067312,,,,,,
12067313,,,,,,
12077818,,,,,,
12077814,2230,4040,,,,1708352688
12077819,3381,3028,,,,1708354795
12077822,2410,2412,2078,,,1708363604
12077821,1872,2443,,,,1708425721
12083110,2640,3024,3155,,,1708429580
12083106,2727,2386,3065,,,1708429240
12077813,3787,4112,1608,,,1708437267
12083109,3006,3790,3153,,,1708440210
12083108,2868,2467,3264,,,1708438839
12077820,2063,2772,2658,,,1708447965
12083105,3773,2459,2374,,,1708450797
12077817,2631,3762,2250,,,1708451874
12077816,,,,,,1708454222
12083107,2338,2701,,,,1708457168
12067338,,,,,,
12077815,,,,,,
12077823,,,,,,
12086951,,,,,,1708454597
12067336,,,,,,
12067332,,,,,,
12079959,2871,2124,,,,1708348163
12080584,2583,3433,,,,1708351176
12080911,3205,2086,4037,,,1708356670
12080152,2262,1396,,,,1708347235
12080595,2154,2590,,,,1708348070
12081565,2479,1788,,,,1708375782
12081564,2479,3925,1433,,,1708380815
12081563,2660,2959,,,,1708381268
12081568,3112,3764,,,,1708390814
12081567,4387,3386,,,,1708399923
12081583,2273,2564,,,,1708455023
12084014,3766,3504,4712,,,1708459715
12081580,2383,2021,,,,1708460857
12081585,2630,2784,,,,1708462258
12081581,2242,2284,,,,1708465990
12084017,2250,2996,,,,1708467535
12084012,2351,3527,,,,1708468479
12081586,1614,3802,,,,1708470677
12081582,3009,2298,,,,1708477044
12084018,2315,2027,3810,,,1708479815
12081584,,,,,,
12086967,2386,1818,,,,1708482590
12081485,3022,2679,1709,,,1708368253
12081486,2767,3171,,,,1708368892
12081484,3308,2672,1238,,,1708372065
12081483,,,,,,
12083654,2155,3282,,,,1708375180
12083035,3111,4517,2968,,,1708432820
12083038,1936,1019,,,,1708427749
12083031,3536,2154,3944,,,1708431475
12083037,2921,2415,,,,1708429117
12083055,2290,3186,2859,,,1708435217
12083033,2041,2827,,,,1708432208
12086238,,,,,,
12086241,,,,,,
12084404,,,,,,
12086240,,,,,,
12086236,,,,,,
12086237,,,,,,
12084396,,,,,,
12084427,,,,,,
12086239,,,,,,
12086242,,,,,,
12083186,450,3454,2099,,,1708434900
12083188,4041,4057,,,,1708432047
12083190,2548,2954,,,,1708430399
12083185,2117,1676,,,,1708434493
12086534,,,,,,
12084512,,,,,,
12086529,,,,,,
12086527,,,,,,
12086528,,,,,,
12086526,,,,,,
12084517,,,,,,
12084514,,,,,,
12084513,,,,,,
12086532,,,,,,
12086530,,,,,,
12086533,,,,,,
12083423,1901,5184,,,,1708420532
12083404,1468,2048,,,,1708419905
12083399,1785,1676,,,,1708424848
12083402,2262,1814,,,,1708429129
12083419,1941,1869,,,,1708429889
12083416,2503,3901,2359,,,1708438770
12084310,,,,,,
12084303,,,,,,
12084299,,,,,,
12084298,,,,,,
12084315,,,,,,
12084305,,,,,,
12084304,,,,,,
12084312,,,,,,
12084297,,,,,,
12084307,,,,,,
12082222,2513,2345,2389,,,1708400194
12082228,2712,3245,2800,,,1708405741
12082219,2387,1823,,,,1708403710
12082211,2303,1096,,,,1708403467
12082215,1987,2288,1613,,,1708406561
12082227,2293,2953,,,,1708411679
12084435,4710,2500,,,,1708486397
12084437,3825,2770,,,,1708485435
12084429,1516,2424,,,,1708483077
12084410,3437,2052,,,,1708485434
12084430,2879,2902,2172,,,1708487632
12084432,1893,1581,1928,,,1708490616
12084434,3179,4479,2327,,,1708496412
12084428,4430,2718,,,,1708497528
12084433,2486,1615,3719,,,1708494943
12084426,2779,,,,,1708498024
12083939,2508,2284,,,,1708452156
12083938,1325,1822,3452,,,1708453969
12077162,3706,1581,3386,,,1708368785
12086208,,,,,,
12084306,,,,,,
12084328,,,,,,
12084300,,,,,,
12086201,,,,,,
12086206,,,,,,
12086202,,,,,,
12086204,,,,,,
12086203,,,,,,
12084302,,,,,,
12084309,,,,,,
12084316,,,,,,
12084301,,,,,,
12086207,,,,,,
12084313,,,,,,
12086205,,,,,,
12081968,2739,2166,,,,1708398639
12081964,2855,2488,,,,1708400942
12081978,2916,2899,,,,1708401305
12081961,1842,1924,,,,1708401763
12084802,2471,2459,,,,1708473025
12084804,2345,5053,3892,,,1708478681
12084534,4833,2527,,,,1708475465
12084528,2879,2516,,,,1708473527
12084831,1667,3419,2402,,,1708476347
12084801,2327,1885,2264,,,1708475275
12084800,3902,2176,,,,1708480037
12084798,1812,2300,,,,1708478592
12084520,1956,2978,,,,1708485623
12084799,4370,3931,2740,,,1708493779
12084530,2018,3719,,,,1708488609
12084803,2649,3213,,,,1708493320
12083286,2672,2222,,,,1708433599
12083289,1975,3505,,,,1708433413
12083283,1741,2543,,,,1708438643
12083284,1939,2685,,,,1708439689
12083285,1481,1449,,,,1708449138
12083288,1906,3388,2588,,,1708452582
12086546,,,,,,
12084340,,,,,,
12086543,,,,,,
12086545,,,,,,
12086540,,,,,,
12086544,,,,,,
12084350,,,,,,
12086541,,,,,,
12083611,2180,2809,,,,1708439567
12083608,2963,2068,,,,1708442069
12083617,2776,4426,,,,1708442706
12083615,1929,2061,2696,,,1708447331
12083612,1935,2888,,,,1708447009
12083609,3412,2880,,,,1708448815
12083613,1536,3522,,,,1708449282
12086718,,,,,,
12084319,,,,,,
12086716,,,,,,
12086715,,,,,,
12086719,,,,,,
12086712,,,,,,
12086713,,,,,,
12086714,,,,,,
12086717,,,,,,
12083518,3664,2471,2610,,,1708448013
12083524,2943,5043,,,,1708444874
12083517,3561,1831,,,,1708448058
12083529,3167,3123,,,,1708445339
12083521,,,,,,
12083532,3014,4393,2854,,,1708458891
12083520,2760,3499,4256,,,1708466004
12086956,,,,,,
12086962,,,,,,
12086958,,,,,,
12086957,,,,,,
12083230,2537,2298,2914,,,1708433326
12083238,2798,1694,,,,1708432969
12083229,2637,3041,,,,1708435814
12083241,3386,3451,,,,1708440360
12084358,,,,,,
12086423,,,,,,
12086421,,,,,,
12086426,,,,,,
12086420,,,,,,
12084374,,,,,,
12086425,,,,,,
12086422,,,,,,
12084365,,,,,,
12086424,,,,,,
12086419,,,,,,
12084360,,,,,,
12083045,3025,4214,,,,1708428156
12083046,2776,2088,,,,1708429304
12083039,2617,2603,1649,,,1708433637
12084323,,,,,,
12085982,,,,,,1708499228
12084327,,,,,,
12085986,,,,,,
12085979,,,,,,
12085983,,,,,,
12085985,,,,,,
12084326,,,,,,
12085978,,,,,,
12084321,,,,,,
12085981,,,,,,
12085980,,,,,,
12084324,,,,,,
12085984,,,,,,
12083201,2928,4576,2816,,,1708436748
12083200,2942,2705,4547,,,1708434781
12083194,2834,4665,,,,1708434362
12086014,,,,,,
12084449,,,,,,
12083202,3623,2302,,,,1708446257
12084447,,,,,,
12086017,,,,,,
12086013,,,,,,
12084420,,,,,,
12086015,,,,,,
12086012,,,,,,
12084444,,,,,,
12086016,,,,,,
12084455,,,,,,
12086011,,,,,,
12083339,4286,4740,3385,,,1708438580
12083338,4366,3103,,,,1708433498
12083340,2927,4962,2208,,,1708445472
12083341,2188,3002,3103,,,1708448146
12084436,,,,,,
12086498,,,,,,
12086497,,,,,,
12086496,,,,,,
12086493,,,,,,
12084439,,,,,,
12084442,,,,,,
12086500,,,,,,
12084438,,,,,,
12086495,,,,,,
12086499,,,,,,
12086501,,,,,,
12084084,2077,2082,,,,1708447425
12084073,1838,1467,,,,1708447244
12084081,4477,3196,,,,1708450007
12084086,2525,2963,,,,1708447833
12084075,2085,2509,3276,,,1708454177
12084076,1392,1657,,,,1708451780
12084088,2015,2078,3905,,,1708456169
12084078,4303,2443,3154,,,1708460969
12084079,3474,2483,2111,,,1708460909
12084083,2038,3236,3180,,,1708463739
12084074,2811,2913,,,,1708463640
12084080,1940,2738,,,,1708466112
12084077,2059,3060,,,,1708467058
12084087,1687,1832,,,,1708468922
12084085,2213,1163,,,,1708469902
12084082,2062,1328,,,,1708472378
12083412,2282,3155,,,,1708421001
12083403,3020,2462,1612,,,1708429149
12083405,2680,2735,3745,,,1708431033
12083414,1726,2301,,,,1708427084
12083420,2224,2709,,,,1708431987
12086312,,,,,,
12086311,,,,,,
12084521,,,,,,
12084525,,,,,,
12086313,,,,,,
12086317,,,,,,
12086310,,,,,,
12084523,,,,,,
12086315,,,,,,
12086316,,,,,,
12086319,,,,,,
12082208,2441,2564,,,,1708397396
12082224,1846,2382,,,,1708396683
12082207,1943,1736,,,,1708396795
12082206,2579,2317,,,,1708397642
12082220,3430,2476,,,,1708398858
12082210,1673,2729,2476,,,1708408243
12082209,2630,2766,,,,1708410100
12084402,2673,2260,,,,1708484385
12084401,4254,3839,999,,,1708490546
12084408,2315,1828,,,,1708492475
12084400,1615,3221,,,,1708494238
12082221,2904,2436,,,,1708499873
12084399,,,,,,1708499570
12084407,,,,,,1708501473
12084406,,,,,,1708499395
12084405,3088,,,,,1708501384
12083072,3233,2844,3033,,,1708431730
12083077,1950,3758,,,,1708427486
12083070,899,2020,,,,1708432966
12083071,2457,4038,3072,,,1708442358
12083069,1898,1792,,,,1708437589
12083073,1820,2722,2258,,,1708445035
12083074,2307,1848,,,,1708448587
12084363,,,,,,
12084359,,,,,,
12084330,,,,,,
12084337,,,,,,
12084329,,,,,,
12084333,,,,,,
12082876,2469,4097,5441,,,1708423690
12082872,3286,2388,2901,,,1708422125
12082882,3210,3202,,,,1708419774
12082867,2845,1236,,,,1708419647
12082875,10858,23,43,,,1708427450
12082869,3044,3846,4620,,,1708423856
12082874,1489,1787,,,,1708426629
12082868,1946,2872,,,,1708427537
12082878,3173,2433,,,,1708428898
12082879,2146,2902,,,,1708431815
12082881,1473,3889,,,,1708431543
12082880,2685,2563,,,,1708435522
12082877,1990,3872,,,,1708434965
12082870,2280,2180,,,,1708437166
12082871,1708,1641,,,,1708437625
12082873,2295,,,,,1708438689
12086460,,,,,,
12086072,,,,,,
12086432,,,,,,
12086228,,,,,,
12086455,,,,,,
12086218,,,,,,
12086318,,,,,,
12086474,,,,,,1708501298
12086464,,,,,,1708501274
12086472,,,,,,1708501100
12086475,,,,,,1708501214
12086465,,,,,,
12086467,,,,,,
12086473,,,,,,
12086470,,,,,,
12086478,,,,,,
12086471,,,,,,
12086466,,,,,,
12086469,,,,,,
12086477,,,,,,
12086468,,,,,,
12086476,,,,,,
12086463,,,,,,
12081972,2102,3640,,,,1708395661
12081977,4438,2809,,,,1708400180
12081957,2547,2439,2072,,,1708401586
12081966,2213,1534,,,,1708400001
12084354,1828,3016,,,,1708472249
12084747,1807,1876,,,,1708472708
12084750,1918,1942,,,,1708477323
12084348,2499,2953,3959,,,1708481849
12084752,1728,2521,,,,1708480220
12084749,2642,2864,,,,1708481468
12084349,2747,5122,2461,,,1708487370
12084753,4627,4508,,,,1708486297
12084751,2249,2293,,,,1708484062
12084351,2704,4150,,,,1708486259
12084748,2407,2542,,,,1708486562
12084347,1880,4223,,,,1708493232
12079582,1845,2149,,,,1708347649
12079607,1688,1872,,,,1708350030
12079581,2990,2756,955,,,1708354834
12083043,2042,1798,,,,1708414849
12083036,1924,389,,,,1708414517
12083025,4016,1950,,,,1708416873
12083023,3791,2674,,,,1708422002
12083030,2746,3702,,,,1708421495
12083050,2757,3458,,,,1708421351
12083022,2608,3674,816,,,1708425773
12083091,3763,4574,909,,,1708428012
12080201,,,,,,
12080187,,,,,,
12080172,,,,,,
12083203,2335,3938,,,,1708423367
12083193,3085,2572,,,,1708424286
12083198,2823,3036,,,,1708424053
12083178,2891,3,,,,1708426800
12083220,3538,3817,,,,1708426824
12083175,3457,2376,,,,1708427660
12083208,2651,1650,,,,1708427659
12085822,3992,4045,1281,,,1708438761
12082543,2856,2591,,,,1708357549
12082545,5343,2617,,,,1708356288
12082544,2649,2389,,,,1708351701
12082542,3988,2080,,,,1708357428
12082606,1577,3163,,,,1708356916
12082928,1610,3670,1155,,,1708364814
12082938,2989,1744,,,,1708362894
12082927,1336,2821,,,,1708362092
12081519,,,,,,
12081516,,,,,,
12081528,,,,,,
12081523,,,,,,
12081521,,,,,,
12081517,,,,,,
12081525,,,,,,
12081515,,,,,,
12081526,,,,,,
12081530,,,,,,
12081524,,,,,,
12081522,,,,,,
12081520,,,,,,
12081529,,,,,,
12081527,,,,,,
12081518,,,,,,
12083932,1265,3111,,,,1708443137
12083934,2576,2333,853,,,1708446552
12083960,3237,2355,1304,,,1708447489
12083930,4505,3711,,,,1708446305
12083929,4445,2423,,,,1708446118
12083933,2383,2138,,,,1708449525
12083931,2878,2509,,,,1708451652
12083943,3119,2472,,,,1708452381
12083171,2246,2751,,,,1708418701
12083180,2523,3178,,,,1708419096
12083172,3197,1645,941,,,1708421441
12083177,2547,2715,,,,1708419374
12083176,2204,2255,,,,1708424465
12083181,2101,1936,,,,1708425237
12083168,1921,1459,,,,1708424923
12083167,4173,2190,,,,1708427268
12081954,3397,2327,,,,1708392604
12081951,1903,4655,878,,,1708395573
12081955,1801,3154,1019,,,1708394257
12081970,2782,2449,,,,1708392455
12081956,,,,,,1708389076
12081969,4415,2619,,,,1708394696
12081965,2793,2075,753,,,1708396079
12081976,3865,2968,,,,1708396178
12080443,3884,2704,,,,1708349311
12080451,2250,2382,892,,,1708350480
12080449,2345,1153,,,,1708352042
12080452,1820,1863,,,,1708353872
12080448,2550,3348,,,,1708355237
12080454,1991,2450,,,,1708358408
12080440,1592,2358,,,,1708360868
12080442,2534,2384,,,,1708364168
12080439,2974,2874,857,,,1708370069
12083278,2786,2440,,,,1708419341
12083277,3911,1933,,,,1708420684
12083282,3323,4223,,,,1708420258
12083279,2026,3087,,,,1708418858
12083832,4524,3445,,,,1708427636
12083765,2182,2721,,,,1708424816
12083833,1612,3510,,,,1708425150
12083280,1789,3495,,,,1708427034
12080480,,,,,,
12080485,,,,,,
12080476,,,,,,
12080479,,,,,,
12082510,,,,,,
12080477,,,,,,
12082804,,,,,,
12080484,,,,,,
12080478,,,,,,
12080481,,,,,,
12082803,,,,,,
12082548,,,,,,
12083606,3736,2462,856,,,1708430196
12083605,3916,2501,896,,,1708430227
12083604,2804,1816,,,,1708429425
12083614,2170,4134,,,,1708435142
12085931,1802,3133,1135,,,1708437080
12083610,3057,3280,1053,,,1708438245
12083607,1492,2894,,,,1708433553
12086244,,,,,,
12080801,,,,,,
12080813,,,,,,
12080803,,,,,,
12080805,,,,,,
12080810,,,,,,
12080807,,,,,,
12080812,,,,,,
12080811,,,,,,
12080808,,,,,,
12080815,,,,,,
12080816,,,,,,
12080804,,,,,,
12080814,,,,,,
12080806,,,,,,
12080802,,,,,,
12080809,,,,,,
12083516,,,,,,
12083519,,,,,,
12083515,,,,,,
12083514,,,,,,
12083522,,,,,,
12083526,,,,,,
12083523,,,,,,
12083513,,,,,,
12080135,,,,,,
12079926,,,,,,
12079930,,,,,,
12079927,,,,,,
12080405,,,,,,
12080404,,,,,,
12080403,,,,,,
12079928,,,,,,
12080407,,,,,,
12080406,,,,,,
12080402,,,,,,
12080134,,,,,,
12083228,,,,,,
12083239,,,,,,
12083226,,,,,,
12083240,,,,,,
12083296,,,,,,
12083295,,,,,,
12083297,,,,,,
12083227,,,,,,
12079604,1651,2563,,,,1708350360
12079579,4043,2983,,,,1708356066
12083040,1707,2969,,,,1708414536
12083024,2270,3466,,,,1708415213
12083054,1381,2145,,,,1708414460
12083026,2547,2360,,,,1708415532
12083027,2589,2831,,,,1708415313
12083047,3532,3981,,,,1708420313
12083290,2887,3877,,,,1708420434
12083028,3093,2701,,,,1708422276
12080188,,,,,,
12080183,,,,,,
12080175,,,,,,
12083195,2041,1406,,,,1708418455
12083197,3492,4040,,,,1708423399
12083199,2765,3841,,,,1708419408
12083219,2934,2244,,,,1708420216
12083196,2162,2457,,,,1708418629
12083205,1846,1811,,,,1708418345
12083207,2905,4448,,,,1708419548
12083204,1634,1514,,,,1708418057
12079904,,,,,,
12079899,,,,,,
12079901,,,,,,
12079980,,,,,,
12079898,,,,,,
12079906,,,,,,
12079894,,,,,,
12079895,,,,,,
12079905,,,,,,
12079902,,,,,,
12079908,,,,,,
12083330,,,,,,
12083553,,,,,,
12083554,,,,,,
12083552,,,,,,
12083335,,,,,,
12083332,,,,,,
12083551,,,,,,
12083331,,,,,,
12081461,2421,1999,1762,,,1708363476
12081458,2473,2804,2926,,,1708364575
12081462,2970,3030,,,,1708362283
12081463,2581,3720,3483,,,1708372375
12081460,3072,2522,,,,1708369085
12081459,2201,1761,,,,1708370368
12080991,,,,,,
12080993,,,,,,
12080995,,,,,,
12080994,,,,,,
12080878,,,,,,
12083421,2552,2381,,,,1708420856
12083417,2341,2560,,,,1708421094
12083398,2169,2086,,,,1708420590
12083413,3413,3133,1114,,,1708425458
12083400,2918,1317,,,,1708421991
12083422,1813,3077,,,,1708425987
12083396,2104,2293,743,,,1708428815
12083397,3986,1920,,,,1708431439
12080309,1060,1766,,,,1708349134
12080310,1319,1439,,,,1708350907
12083117,1866,2936,,,,1708416855
12083116,2370,1959,,,,1708417139
12083121,3295,3174,,,,1708418531
12083115,2550,3235,735,,,1708420565
12083111,2444,2926,777,,,1708425115
12083113,,,,,,1708414394
12083114,2436,2424,608,,,1708427370
12083112,1810,2004,,,,1708430546
12081948,2827,2141,,,,1708387060
