match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
12110572,2735,2342,,,,1709195578
12110582,2990,2077,2794,,,1709209075
12110583,2770,3259,,,,1709202398
12110585,2713,2638,,,,1709196824
12110586,1747,1763,,,,1709192806
12110592,2036,3375,,,,1709200240
12110633,2517,1929,,,,1709204978
12110636,2688,3204,,,,1709205181
12110637,2014,4098,4194,,,1709219499
12110649,1956,1401,,,,1709189841
12110650,2430,1972,,,,1709193581
12110651,2107,2452,2235,,,1709195381
12110656,2578,1884,2914,,,1709209404
12110659,2637,3127,,,,1709211499
12110660,1660,2313,,,,1709200207
12110662,3970,2302,,,,1709194338
12110663,2450,2278,,,,1709196544
12110664,1882,1843,,,,1709130773
12110665,2303,4442,2513,,,1709200019
12110670,2761,1905,,,,1709204339
12110675,3142,4076,,,,1709212857
12110702,4238,3705,3131,,,1709205986
12110714,3419,1561,,,,1709222547
12110733,4923,2094,,,,1709204725
12110735,2249,3068,1750,,,1709201203
12110736,1588,3711,,,,1709197436
12110749,2247,2660,2643,,,1709202745
12110831,2170,3292,3238,,,1709202512
12110832,2021,2726,,,,1709207676
12110833,4637,3863,2914,,,1709209818
12110834,3848,3876,,,,1709194358
12110835,2530,2090,,,,1709193188
12110848,3942,2829,,,,1709201360
12110849,4920,5887,,,,1709192483
12110850,2464,30001,,,,1709209273
12110863,2605,2196,,,,1709212319
12110864,2529,2846,,,,1709193928
12110875,1669,3353,,,,1709217855
12110876,2503,2406,,,,1709201550
12110885,2567,3845,2492,,,1709212604
12110886,3275,75921,77046,,,1709211515
12110892,4568,2159,,,,1709195249
12110893,2724,3182,,,,1709190205
12110894,3719,3699,3261,,,1709223632
12110918,2551,2189,,,,1709200706
12110919,3655,2578,,,,1709225590
12110975,1862,2651,,,,1709205859
12110976,3063,1957,3742,,,1709201717
12110977,,,,,,1709224746
12111058,2686,397,,,,1709208973
12111059,2565,76492,,,,1709206968
12111081,2230,2465,,,,1709199858
12111082,3057,1964,2175,,,1709200953
12111094,3005,4444,,,,1709200007
12111128,3803,3131,,,,1709201677
12111129,2642,2890,3253,,,1709208828
12111174,3869,5151,,,,1709202057
12111176,2947,2602,1920,,,1709204644
12111177,2501,2974,,,,1709201916
12111182,2629,3429,1715,,,1709221523
12111184,4023,3935,,,,1709209600
12111214,3137,2518,,,,1709225207
12111222,2415,2603,4714,,,1709197808
12111229,1911,2487,4034,,,1709201532
12111232,2330,3845,,,,1709199765
12111233,2986,2692,,,,1709139740
12111235,1604,1974,,,,1709199190
12111291,3876,3200,,,,1709210905
12111305,2764,2402,1784,,,1709201475
12111340,2454,3019,,,,1709204396
12111377,2628,4543,,,,1709200341
12111400,2723,2411,,,,1709205762
12111413,,,,,,1709233353
12111435,2096,2192,,,,1709213369
12111444,2582,2341,,,,1709201786
12111445,,,,,,1709223555
12111465,2473,1862,2577,,,1709206042
12111466,1769,2401,,,,1709211689
12111490,1947,3876,3696,,,1709219201
12111509,2907,2074,2314,,,1709206265
12111522,2369,1582,,,,1709198670
12111542,2894,2655,,,,1709195820
12111560,2125,3445,2542,,,1709210709
12111566,2840,2119,,,,1709226128
12111571,2696,1605,,,,1709219490
12111572,2494,4042,2903,,,1709215117
12111605,3279,4388,,,,1709216732
12111635,1525,2105,,,,1709217335
12111692,6973,63911,,,,1709240864
12111693,4471,2742,1826,,,1709258889
12111700,2092,2544,,,,1709219983
12111746,2793,2880,,,,1709227015
12111784,3045,1453,2168,,,1709213070
12111866,2243,3303,2404,,,1709234931
12111980,3153,1827,,,,1709226318
12111990,2509,3084,,,,1709223701
12112023,2624,2158,,,,1709211922
12112050,2452,2956,2404,,,1709232357
12112058,1716,2098,,,,1709224826
12112096,1892,2247,,,,1709231169
12112183,1612,1991,,,,1709213666
12112193,2883,2819,,,,1709238417
12112205,2091,2322,,,,1709230964
12112214,2513,2209,,,,1709214832
12112643,2279,3203,,,,1709230129
12112644,2216,1656,,,,1709262632
12112648,1684,2422,3477,,,1709256030
12112649,1782,2138,,,,1709253793
12112650,2492,2046,2116,,,1709256264
12112652,3201,2255,,,,1709262278
12112673,2348,2683,,,,1709259103
12112674,2080,1711,,,,1709259508
12112705,3281,2597,4953,,,1709264422
12112706,2564,3681,,,,1709261500
12112709,2196,4201,3843,,,1709265556
12112710,2006,2344,,,,1709253787
12112740,2896,5162,,,,1709260083
12112743,3651,3106,,,,1709261242
12112746,2501,2146,,,,1709261510
12112747,2310,2882,,,,1709259227
12112795,2899,2613,2897,,,1709276580
12112816,1178,1195,,,,1709260275
12112897,1562,2132,,,,1709264031
12113049,2016,1679,2660,,,1709262924
12113218,2293,2921,,,,1709279361
12113219,2693,4419,,,,1709269891
12113268,2334,2710,,,,1709272670
12113284,2857,2051,,,,1709279793
12113285,3734,2760,1856,,,1709276181
12113294,1958,3032,,,,1709272051
12113295,4397,2153,3219,,,1709277128
12113307,2066,1574,,,,1709279013
12113308,1666,3217,,,,1709271248
12113325,2807,2340,,,,1709283568
12113351,3503,3932,3827,,,1709287827
12113520,2804,2262,2771,,,1709285401
12113560,2373,3063,4264,,,1709286371
12113601,3146,3524,,,,1709287597
12113637,2132,2815,,,,1709279226
12113638,3928,2838,,,,1709280868
12113698,4122,3494,,,,1709287049
12113724,2533,3349,,,,1709285598
12113725,2031,3494,,,,1709289904
12113726,2394,2143,,,,1709295398
12113753,2215,4348,,,,1709279176
12113769,2841,1989,,,,1709285521
12113771,4395,1752,,,,1709287546
12113823,1998,1203,,,,1709282836
12113840,2446,3062,,,,1709284810
12113857,2381,2124,,,,1709283342
12113875,2994,2762,,,,1709285317
12113877,3511,4806,,,,1709222517
12113879,3106,2437,,,,1709283735
12113902,3244,1599,,,,1709286446
12113937,1934,2501,4372,,,1709299645
12113989,4010,2852,,,,1709297431
12113990,,,,,,1709280350
12113991,3007,2086,,,,1709283925
12114091,2565,3192,3384,,,1709293847
12114171,2253,4104,3695,,,1709303689
12114291,1864,4382,,,,1709286005
12114293,2511,2364,2821,,,1709288642
12114411,1978,2694,,,,1709289830
12114412,2301,2192,,,,1709290030
12114506,2784,4020,,,,1709290560
12114507,2942,1815,2945,,,1709298221
12114646,2683,3405,1899,,,1709297616
12114659,2360,3067,,,,1709300898
12114675,2377,2893,2922,,,1709294861
12114745,1605,2627,,,,1709286544
12114877,4654,3126,,,,1709305175
12114926,2244,1815,3712,,,1709302515
12114975,2798,2193,,,,1709299785
12115070,3536,2837,,,,1709291472
12115163,2257,4633,2181,,,1709308955
12115176,2104,2760,1947,,,1709294406
12115417,1725,2077,,,,1709303955
12116852,,,,,,
12117459,,,,,,
12111605,3280,4389,,,,1709216732
12087270,2317,2196,2711,,,1709246417
12116452,3652,1870,,,,1709349623
12112705,3281,2598,4954,,,1709264422
12118435,1920,2775,2681,,,1709387929
12088050,4347,3913,,,,1709282567
12116852,,,,,,
12088078,1810,2794,,,,1709300674
12088071,3544,2986,,,,1709295054
12109018,2374,2863,,,,1709218209
12113990,,,,,,1709280350
12113295,4398,2154,3220,,,1709277128
12113725,2032,3494,,,,1709289904
12115432,1452,2079,,,,1709314602
12116878,2567,523,,,,1709367922
12087267,3030,2647,,,,1709325101
12113769,2842,1990,,,,1709285521
12114506,2785,4021,,,,1709290560
12087305,2860,3703,1842,,,1709244245
12113285,3734,2760,1857,,,1709276181
12112746,2501,2146,,,,1709261510
12112706,2564,3682,,,,1709261500
12116372,3347,5609,3144,,,1709352536
12117459,,,,,,
12111572,2494,4043,2904,,,1709215117
12117667,1608,2482,,,,1709370227
12112648,1684,2423,3478,,,1709256030
12117624,3031,2912,1719,,,1709372963
12088092,3123,2770,2348,,,1709286478
12114293,2511,2365,2822,,,1709288642
12087277,2450,2807,6560,,,1709355834
12113049,2017,1680,2660,,,1709262924
12117970,2533,1896,,,,1709371549
12115413,3252,3900,,,,1709315361
12113520,2805,2263,2772,,,1709285401
12116699,4966,2899,,,,1709363183
12109003,3730,3119,2659,,,1709235443
12087279,1651,1982,1958,,,1709347144
12118853,2823,2897,,,,1709378972
12087269,2802,2493,,,,1709331932
12088076,1392,3494,4282,,,1709389454
12088025,2067,3160,,,,1709217758
12116338,2917,2569,,,,1709347986
12087924,1695,2835,3073,,,1709256390
12106257,3840,3140,4405,,,1709235206
12114291,1864,4382,,,,1709286005
12088021,1907,1990,,,,1709329654
12113879,3107,2437,,,,1709283735
12113638,3928,2839,,,,1709280868
12113937,1935,2501,4372,,,1709299645
12113902,3244,1599,,,,1709286446
12088072,2066,2783,,,,1709306456
12113560,2374,3064,4264,,,1709286371
12107829,2942,2459,,,,1709217609
12118602,2182,2440,1868,,,1709387459
12110675,3142,4076,,,,1709212857
12087309,2671,1562,,,,1709340693
12087901,3662,2999,,,,1709312642
12112652,3201,2255,,,,1709262278
12088067,3806,3433,,,,1709295120
12114877,4655,3127,,,,1709305175
12114215,2168,2864,,,,1709311347
12087947,2899,3589,,,,1709315878
12117901,2024,2391,2574,,,1709388770
12117362,2108,3647,,,,1709369108
12115456,1887,2391,,,,1709322415
12111692,6974,63911,,,,1709240864
12114412,2302,2192,,,,1709290030
12110977,,,,,,1709224746
12114171,2254,4105,3695,,,1709303689
12110919,3656,2579,,,,1709225590
12087949,2137,3517,,,,1709249926
12117691,1876,2819,2922,,,1709372316
12118243,2744,2378,,,,1709376882
12110850,2464,30002,,,,1709209273
12112740,2897,5163,,,,1709260083
12111445,,,,,,1709223555
12088057,2808,1595,,,,1709288445
12088018,3000,3542,,,,1709296394
12113991,3008,2087,,,,1709283925
12113284,2858,2052,,,,1709279793
12116318,4335,3530,,,,1709351365
12087917,1894,3017,,,,1709253723
12088040,3475,3275,,,,1709378068
12087318,2220,2514,,,,1709234218
12112709,2197,4201,3843,,,1709265556
12118244,3280,1532,4130,,,1709379277
12112650,2493,2046,2116,,,1709256264
12087889,3020,2856,2829,,,1709304700
12087946,3814,3841,,,,1709337537
12087311,3114,5406,,,,1709347215
12113637,2132,2815,,,,1709279226
12114411,1978,2695,,,,1709289830
12110886,3276,75922,77046,,,1709211515
12111490,1948,3877,3697,,,1709219201
12113219,2693,4420,,,,1709269891
12117656,2103,4220,,,,1709366991
12116371,1890,2072,,,,1709347505
12113726,2394,2144,,,,1709295398
12088016,2045,3082,4014,,,1709306461
12110637,2014,4098,4195,,,1709219499
12112050,2453,2956,2404,,,1709232357
12113351,3504,3932,3827,,,1709287827
12087314,1886,3694,2740,,,1709322067
12116545,3027,2722,4759,,,1709364273
12117623,1951,2250,2981,,,1709369219
12113268,2334,2711,,,,1709272670
12113823,1998,1203,,,,1709282836
12088046,3743,3440,,,,1709275316
12106354,2727,2590,,,,1709247516
12113753,2215,4349,,,,1709279176
12114745,1605,2627,,,,1709286544
12113294,1959,3032,,,,1709272051
12115547,2396,2128,,,,1709320052
12113724,2534,3349,,,,1709285598
12115057,5668,3838,,,,1709316002
12115380,2083,1572,,,,1709316806
12112205,2092,2323,,,,1709230964
12087310,6153,2124,,,,1709257886
12110875,1669,3353,,,,1709217855
12110894,3719,3700,3262,,,1709223632
12111980,3153,1828,,,,1709226318
12118601,1719,2349,,,,1709386693
12115451,1842,3711,,,,1709304023
12112649,1783,2138,,,,1709253793
12088049,3889,1767,,,,1709275633
12113771,4395,1753,,,,1709287546
12112023,2625,2158,,,,1709211922
12112710,2006,2345,,,,1709253787
12088038,4072,2534,,,,1709291637
12112193,2883,2819,,,,1709238417
12115176,2105,2760,1948,,,1709294406
12087922,2727,2104,3352,,,1709355042
12116339,4030,1657,,,,1709342546
12109297,4217,3012,7968,,,1709235672
12111746,2794,2881,,,,1709227015
12111566,2841,2120,,,,1709226128
12113307,2067,1575,,,,1709279013
12112897,1563,2133,,,,1709264031
12110863,2606,2196,,,,1709212319
12112795,2900,2613,2898,,,1709276580
12112183,1613,1992,,,,1709213666
12113561,2657,2266,,,,1709373847
12115294,2211,3717,3130,,,1709313017
12088073,2311,1482,,,,1709219516
12110514,4284,3463,,,,1709213643
12112743,3651,3107,,,,1709261242
12087282,2361,3413,2419,,,1709270439
12115482,1775,3054,,,,1709311507
12088051,4758,2724,,,,1709370953
12117874,3633,2287,,,,1709372496
12115070,3536,2838,,,,1709291472
12087271,3132,2099,,,,1709238684
12087303,,,,,,1709325801
12115163,2258,4634,2181,,,1709308955
12112674,2080,1712,,,,1709259508
12114975,2799,2193,,,,1709299785
12114507,2942,1816,2945,,,1709298221
12088019,2641,3723,3096,,,1709323689
12088095,3242,3812,3045,,,1709300678
12111435,2096,2192,,,,1709213369
12118220,4193,4463,2029,,,1709337641
12113989,4010,2852,,,,1709297431
12113317,2834,2669,2768,,,1709376806
12112816,1179,1196,,,,1709260275
12113698,4123,3494,,,,1709287049
12113322,2424,2559,,,,1709373410
12111059,2566,76492,,,,1709206968
12111413,,,,,,1709233353
12112643,2280,3203,,,,1709230129
12087266,2230,2452,1601,,,1709261835
12114091,2565,3192,3385,,,1709293847
12111214,3138,2519,,,,1709225207
12107741,2914,3541,,,,1709219075
12117823,2792,2418,4012,,,1709379315
12113857,2382,2125,,,,1709283342
12111784,3045,1453,2168,,,1709213070
12087900,2161,2521,,,,1709221790
12112673,2348,2684,,,,1709259103
12111990,2510,3085,,,,1709223701
12088020,3537,3356,2617,,,1709237121
12115412,2622,1320,,,,1709328028
12114956,2706,3153,,,,1709305054
12087895,2201,4093,2206,,,1709231978
12114508,3120,3505,,,,1709307038
12115875,4792,2391,5231,,,1709317703
12088058,1663,2816,661,,,1709284119
12088090,2179,70320,,,,1709211385
12118510,3588,3312,,,,1709384834
12111700,2092,2544,,,,1709219983
12117465,2792,2942,,,,1709369757
12115417,1725,2078,,,,1709303955
12113325,2808,2340,,,,1709283568
12117498,4289,2558,,,,1709371668
12111571,2696,1606,,,,1709219490
12113218,2294,2922,,,,1709279361
12088027,1105,2349,,,,1709241906
12117499,1675,3954,4522,,,1709370890
12113601,3147,3525,,,,1709287597
12114659,2360,3068,,,,1709300898
12115577,2056,3907,1547,,,1709326227
12113308,1667,3217,,,,1709271248
12110714,3419,1561,,,,1709222547
12112747,2311,2883,,,,1709259227
12114926,2244,1816,3712,,,1709302515
12116719,1879,2580,,,,1709359248
12113770,2561,3640,,,,1709374134
12116344,2162,2605,2411,,,1709348977
12109807,,,,,,1709234497
12087307,3467,3488,3299,,,1709267915
12087925,3676,2938,2481,,,1709275602
12111466,1770,2401,,,,1709211689
12116337,1783,3223,,,,1709347133
12087927,3347,3610,,,,1709264107
12112214,2513,2210,,,,1709214832
12108169,3165,3367,,,,1709218081
12117997,2402,2344,,,,1709376256
12087939,2569,3905,2135,,,1709326743
12087923,2432,2654,1198,,,1709347220
12113877,3512,4806,,,,1709222517
12116672,3059,3195,,,,1709348593
12112096,1893,2247,,,,1709231169
12111866,2243,3303,2405,,,1709234931
12088056,2157,1984,,,,1709362000
12088086,2644,2987,,,,1709387498
12113840,2446,3062,,,,1709284810
12112058,1716,2099,,,,1709224826
12087937,2887,2607,,,,1709234388
12114675,2377,2893,2922,,,1709294861
12087941,2459,2613,3192,,,1709231675
12113875,2995,2762,,,,1709285317
12112644,2216,1657,,,,1709262632
12088069,3540,4148,,,,1709212065
12106247,3039,4264,3198,,,1709223575
12117464,3751,2298,,,,1709372572
12116336,2624,2718,2553,,,1709343675
12111635,1526,2106,,,,1709217335
12114764,2488,2201,,,,1709311887
12111693,4472,2742,1827,,,1709258889
12087942,3192,3396,2541,,,1709243551
12114646,2684,3406,1900,,,1709297616
12087936,1730,2837,,,,1709329123
12121192,,,,,,
12118939,3114,3811,,,,1709394504
12121379,,,,,,
12121308,,,,,,
12121229,,,,,,
12121363,,,,,,
12121213,,,,,,
12121233,,,,,,
12121314,,,,,,
12121023,,,,,,
12121012,,,,,,
12121259,,,,,,
12121194,,,,,,
12121003,,,,,,
12116452,3653,1871,,,,1709349623
12121318,,,,,,
12121086,,,,,,
12118435,1920,2775,2681,,,1709387929
12121305,,,,,,
12121065,,,,,,
12121306,,,,,,
12088078,1810,2794,,,,1709300674
12121337,,,,,,
12121300,,,,,,
12121270,,,,,,
12121090,,,,,,
12121443,,,,,,
12121553,2958,2471,,,,1709474839
12115432,1452,2080,,,,1709314602
12116878,2567,523,,,,1709367922
12121069,,,,,,
12087267,3030,2647,,,,1709325101
12121066,,,,,,
12121016,,,,,,
12121198,,,,,,
12121347,,,,,,
12121241,,,,,,
12121176,,,,,,
12121044,,,,,,
12143168,,,,,,
12121125,2930,1954,,,,1709469234
12121333,,,,,,
12121077,,,,,,
12120468,,,,,,
12121322,,,,,,
12121381,,,,,,
12121350,,,,,,
12121082,,,,,,
12121437,,,,,,
12121295,,,,,,
12121219,,,,,,
12121014,,,,,,
12121700,,,,,,
12121098,,,,,,
12121083,,,,,,
12116372,3346,5610,3144,,,1709352536
12121262,,,,,,
12121265,,,,,,
12121239,,,,,,
12117459,,,,,,
12121398,2424,3834,,,,1709462998
12121030,,,,,,
12121263,,,,,,
12120473,,,,,,
12117667,1607,2483,,,,1709370227
12117624,3031,2913,1719,,,1709372963
12120615,1385,1647,,,,1709440543
12121298,,,,,,
12121186,,,,,,
12087277,2451,2806,6561,,,1709355834
12119356,2369,3192,,,,1709400808
12117970,2533,1896,,,,1709371549
12121291,,,,,,
12115413,3252,3900,,,,1709315361
12120612,2673,2116,,,,1709441901
12116699,4966,2899,,,,1709363183
12087279,1650,1983,1958,,,1709347144
12121028,,,,,,
12118853,2823,2897,,,,1709378972
12087269,2802,2492,,,,1709331932
12088076,1393,3495,4283,,,1709389454
12121274,,,,,,
12121307,,,,,,
12121218,,,,,,
12121020,,,,,,
12120463,,,,,,
12121094,,,,,,
12121180,,,,,,
12120999,,,,,,
12116338,2918,2568,,,,1709347986
12122131,,,,,,
12121074,,,,,,
12121061,,,,,,
12121227,,,,,,
12121412,1121,2231,,,,1709468727
12121346,,,,,,
12121351,,,,,,
12121249,,,,,,
12121310,,,,,,
12121438,,,,,,
12088021,1906,1990,,,,1709329654
12119277,,,,,,
12121444,,,,,,
12121026,,,,,,
12113937,1935,2502,4373,,,1709299645
12121237,,,,,,
12121172,,,,,,
12121267,,,,,,
12088072,2066,2784,,,,1709306456
12121038,,,,,,
12121440,,,,,,
12118602,2182,2439,1868,,,1709387459
12087309,2670,1562,,,,1709340693
12121304,,,,,,
12121325,,,,,,
12121699,,,,,,
12121330,,,,,,
12119359,1900,4373,,,,1709419697
12087950,2329,2993,3432,,,1709419439
12087901,3662,2999,,,,1709312642
12121423,,,,,,
12121100,,,,,,
12121070,,,,,,
12114877,4655,3127,,,,1709305175
12121043,,,,,,
12114215,2168,2864,,,,1709311347
12121111,2270,3197,5285,,,1709456145
12121064,,,,,,
12087947,2900,3589,,,,1709315878
12117901,2023,2392,2574,,,1709388770
12117362,2107,3647,,,,1709369108
12121118,2943,2480,,,,1709456500
12115456,1886,2390,,,,1709322415
12111692,6973,63912,,,,1709240864
12121323,,,,,,
12121432,,,,,,
12121189,,,,,,
12121417,,,,,,
12121402,2449,3435,,,,1709474135
12121196,,,,,,
12121234,,,,,,
12121017,,,,,,
12121005,,,,,,
12121008,,,,,,
12143172,,,,,,
12114171,2254,4105,3695,,,1709303689
12121302,,,,,,
12123806,,,,,,
12121411,1795,2845,,,,1709473102
12122766,,,,,,
12121121,1556,1301,,,,1709460455
12121179,,,,,,
12121084,,,,,,
12120451,2285,2091,,,,1709457530
12121392,,,,,,
12117691,1876,2818,2922,,,1709372316
12122733,1244,2745,,,,1709464912
12121246,,,,,,
12118243,2743,2377,,,,1709376882
12121045,,,,,,
12120616,3527,3731,813,,,1709450747
12121311,,,,,,
12121201,,,,,,
12121099,,,,,,
12121096,,,,,,
12120452,2991,3328,,,,1709458155
12122821,3111,2016,,,,1709463239
12087920,3167,3538,,,,1709438964
12121224,,,,,,
12121269,,,,,,
12087276,3338,2375,,,,1709434840
12120610,2360,2628,,,,1709451939
12121261,,,,,,
12116318,4335,3530,,,,1709351365
12143170,,,,,,
12119953,2839,1826,,,,1709436452
12121327,,,,,,
12121720,,,,,,
12122140,,,,,,
12088040,3475,3276,,,,1709378068
12121217,,,,,,
12121007,,,,,,
12121088,,,,,,
12121161,2332,2458,,,,1709466882
12121095,,,,,,
12118244,3280,1531,4129,,,1709379277
12087889,3020,2856,2828,,,1709304700
12088052,3564,2773,,,,1709458881
12121404,3016,3209,,,,1709463549
12121717,,,,,,
12121225,,,,,,
12121384,,,,,,
12087946,3814,3840,,,,1709337537
12087311,3114,5406,,,,1709347215
12120475,,,,,,
12121178,,,,,,
12121215,,,,,,
12121041,,,,,,
12117656,2103,4221,,,,1709366991
12120846,2089,2199,2452,,,1709465142
12121006,,,,,,
12116371,1890,2073,,,,1709347505
12120744,1881,2571,,,,1709467220
12121439,,,,,,
12121063,,,,,,
12121266,,,,,,
12088016,2045,3083,4014,,,1709306461
12121292,,,,,,
12121344,,,,,,
12121587,2217,2655,2627,,,1709461802
12121039,,,,,,
12087314,1886,3694,2741,,,1709322067
12121315,,,,,,
12121348,,,,,,
12121037,,,,,,
12120471,,,,,,
12116545,3027,2723,4758,,,1709364273
12121426,,,,,,
12121184,,,,,,
12121313,,,,,,
12121124,2551,2133,,,,1709470307
12121078,,,,,,
12088017,3205,2809,,,,1709394243
12121352,,,,,,
12117623,1950,2250,2981,,,1709369219
12120603,971,1572,,,,1709453472
12121127,1352,2701,,,,1709464014
12119931,2673,2677,2896,,,1709436846
12122136,,,,,,
12121272,,,,,,
12121399,2670,3629,982,,,1709473905
12121336,,,,,,
12121427,,,,,,
12122141,,,,,,
12121188,,,,,,
12121343,,,,,,
12121321,,,,,,
12121109,1780,1522,,,,1709476809
12121247,,,,,,
12121049,,,,,,
12121222,,,,,,
12121365,,,,,,
12121091,,,,,,
12121425,,,,,,
12115547,2396,2128,,,,1709320052
12121119,2177,4637,6566,,,1709456161
12115057,5669,3837,,,,1709316002
12115380,2084,1571,,,,1709316806
12121296,,,,,,
12123736,,,,,,
12120604,1736,2132,,,,1709440851
12121364,,,,,,
12121123,2056,3521,,,,1709464504
12121059,,,,,,
12121036,,,,,,
12121712,,,,,,
12120606,2734,3013,1071,,,1709461534
12121042,,,,,,
12121588,1852,2753,,,,1709474881
12121231,,,,,,
12121340,,,,,,
12121004,,,,,,
12121228,,,,,,
12121326,,,,,,
12121056,,,,,,
12118601,1719,2349,,,,1709386693
12121273,,,,,,
12120474,,,,,,
12121013,,,,,,
12121092,,,,,,
12115451,1841,3711,,,,1709304023
12121212,,,,,,
12121366,,,,,,
12121075,,,,,,
12121708,,,,,,
12143173,,,,,,
12121331,,,,,,
12121232,,,,,,
12121334,,,,,,
12120462,,,,,,
12120608,2149,2234,,,,1709446153
12122138,,,,,,
12121068,,,,,,
12121079,,,,,,
12121728,,,,,,
12121177,,,,,,
12121199,,,,,,
12121721,,,,,,
12120617,2307,2581,888,,,1709460642
12087922,2726,2103,3352,,,1709355042
12121001,,,,,,
12121244,,,,,,
12121420,,,,,,
12124011,,,,,,
12120358,1663,2431,,,,1709444478
12121011,,,,,,
12087898,2893,2235,,,,1709395202
12121175,,,,,,
12116339,4030,1657,,,,1709342546
12121240,,,,,,
12119930,2272,5427,1757,,,1709439809
12120483,2503,1856,,,,1709453798
12121324,,,,,,
12121072,,,,,,
12121316,,,,,,
12121010,,,,,,
12121414,,,,,,
12119954,2458,3180,,,,1709432547
12121200,,,,,,
12122132,,,,,,
12121191,,,,,,
12121015,,,,,,
12120591,2870,1094,,,,1709463772
12120470,,,,,,
12120767,3140,3243,2863,,,1709465752
12119305,3917,4236,,,,1709412248
12120602,2160,2016,846,,,1709465192
12121309,,,,,,
12118818,1718,2793,,,,1709390360
12121058,,,,,,
12121067,,,,,,
12121550,1736,2877,,,,1709458640
12121303,,,,,,
12119028,2968,2171,2244,,,1709394940
12121338,,,,,,
12113561,2656,2266,,,,1709373847
12115294,2211,3717,3129,,,1709313017
12121195,,,,,,
12121242,,,,,,
12121339,,,,,,
12115482,1774,3054,,,,1709311507
12088051,4758,2724,,,,1709370953
12117874,3633,2288,,,,1709372496
12120469,,,,,,
12121073,,,,,,
12121050,,,,,,
12121047,,,,,,
12120607,2199,3238,1162,,,1709458598
12121093,,,,,,
12121413,,,,,,
12122124,,,,,,
12120739,3505,3340,3180,,,1709454640
12121089,,,,,,
12121122,,,,,,
12087303,,,,,,1709325801
12115163,2257,4634,2182,,,1709308955
12121085,,,,,,
12120467,,,,,,
12087938,3069,2730,,,,1709427765
12121097,,,,,,
12120399,2671,2889,,,,1709455921
12121173,,,,,,
12121027,,,,,,
12114975,2798,2193,,,,1709299785
12121442,,,,,,
12120466,,,,,,
12121260,,,,,,
12121301,,,,,,
12087317,1363,2954,,,,1709425837
12121053,,,,,,
12088019,2641,3723,3096,,,1709323689
12121290,,,,,,
12121329,,,,,,
12121250,,,,,,
12121385,,,,,,
12121230,,,,,,
12118220,4194,4464,2030,,,1709337641
12113317,2833,2668,2767,,,1709376806
12120502,2979,3192,,,,1709461782
12121387,,,,,,
12121342,,,,,,
12121238,,,,,,
12121424,,,,,,
12121421,,,,,,
12120372,,,,,,1709451230
12113322,2424,2559,,,,1709373410
12121328,,,,,,
12121040,,,,,,
12121374,,,,,,
12121593,2217,2173,2358,,,1709469609
12121431,,,,,,
12121264,,,,,,
12121120,,,,,,
12121349,,,,,,
12121002,,,,,,
12120605,2234,2901,770,,,1709450713
12117823,2792,2419,4012,,,1709379315
12121025,,,,,,
12121521,,,,,,
12143174,,,,,,
12121380,,,,,,
12121416,,,,,,
12121197,,,,,,
12121174,,,,,,
12121388,,,,,,
12121429,,,,,,
12121312,,,,,,
12115412,2621,1321,,,,1709328028
12114956,2706,3153,,,,1709305054
12121182,,,,,,
12121819,,,,,,
12121019,,,,,,
12121410,2545,1827,,,,1709468769
12121080,,,,,,
12121418,,,,,,
12121341,,,,,,
12114508,3121,3505,,,,1709307038
12115875,4792,2391,5230,,,1709317703
12121405,2431,1815,604,,,1709464880
12118510,3588,3312,,,,1709384834
12121433,,,,,,
12088026,2704,2686,1844,,,1709403937
12117465,2791,2943,,,,1709369757
12121214,,,,,,
12115417,1726,2077,,,,1709303955
12121441,,,,,,
12120609,2550,2226,,,,1709451402
12121187,,,,,,
12117498,4290,2558,,,,1709371668
12121052,,,,,,
12121422,,,,,,
12087284,2444,3985,,,,1709425727
12121299,,,,,,
12121021,,,,,,
12119917,3600,3635,,,,1709428334
12121236,,,,,,
12117499,1675,3954,4522,,,1709370890
12121430,,,,,,
12121382,,,,,,
12115577,2056,3908,1547,,,1709326227
12120445,1661,2750,,,,1709455076
12121409,2091,1778,,,,1709465771
12121211,,,,,,
12121029,,,,,,
12121193,,,,,,
12121081,,,,,,
12088068,1846,469,,,,1709468344
12121817,,,,,,
12122162,,,,,,
12114926,2245,1815,3712,,,1709302515
12116719,1879,2580,,,,1709359248
12121046,,,,,,
12113770,2561,3640,,,,1709374134
12116344,2163,2605,2411,,,1709348977
12143169,,,,,,
12121317,,,,,,
12121730,,,,,,
12121436,,,,,,
12088077,1986,2508,5681,,,1709399491
12120464,,,,,,
12121018,,,,,,
12120461,,,,,,
12116337,1784,3223,,,,1709347133
12121345,,,,,,
12121235,,,,,,
12121268,,,,,,
12121818,,,,,,
12120465,,,,,,
12117997,2402,2344,,,,1709376256
12087939,2570,3904,2136,,,1709326743
12121245,,,,,,
12121220,,,,,,
12121733,,,,,,
12087923,2433,2654,1198,,,1709347220
12121293,,,,,,
12116672,3058,3196,,,,1709348593
12121701,,,,,,
12121181,,,,,,
12121076,,,,,,
12121731,,,,,,
12121737,,,,,,
12121289,,,,,,
12121051,,,,,,
12088056,2157,1984,,,,1709362000
12121223,,,,,,
12088086,2644,2986,,,,1709387498
12087304,2128,4243,,,,1709414031
12121335,,,,,,
12120611,1638,1590,2115,,,1709458113
12121190,,,,,,
